DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEMAND_[MW],AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW],BELGIUM_DEMAND_[MW],BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW],DENMARK_DEMAND_[MW],DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DENMARK_DEFICIT(-)_SURPLUS(+)_[MW],FRANCE_DEMAND_[MW],FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FRANCE_DEFICIT(-)_SURPLUS(+)_[MW],GERMANY_DEMAND_[MW],GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],GERMANY_DEFICIT(-)_SURPLUS(+)_[MW],NETHERLANDS_DEMAND_[MW],NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW],SLOVENIA_DEMAND_[MW],SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW],SWITZERLAND_DEMAND_[MW],SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW],CZECH_REPUBLIC_DEMAND_[MW],CZECH_REPUBLIC_SETTLEMENTCAPACITY_PRICE_[EUR/MW],CZECH_REPUBLIC_DEFICIT(-)_SURPLUS(+)_[MW],hour,datetime
2024-06-28,2024-06-28,FCR,1,NEGPOS_00_04,34,72,34,-16,93,134.48,-65,25,34,-24,486,10.96,145,564,34,29,110,34,-76,14,34,-14,62,34,64,77,34,-43,0,2024-06-28 00:00:00
2024-06-28,2024-06-28,FCR,1,NEGPOS_04_08,51.64,72,51.64,-15,93,150.68,-65,25,51.64,-24,486,14,145,564,51.64,25,110,51.64,-73,14,51.64,-14,62,51.64,64,77,51.64,-43,4,2024-06-28 04:00:00
2024-06-28,2024-06-28,FCR,1,NEGPOS_08_12,101.43,72,101.43,8,93,155.92,-41,25,101.43,-23,486,14,145,564,101.43,-46,110,101.43,-75,14,101.43,-7,62,101.43,82,77,101.43,-43,8,2024-06-28 08:00:00
2024-06-28,2024-06-28,FCR,1,NEGPOS_12_16,168.3,72,168.3,-5,93,168.3,-41,25,168.3,-14,486,10.68,145,564,168.3,-49,110,168.3,-67,14,168.3,-6,62,168.3,80,77,168.3,-43,12,2024-06-28 12:00:00
2024-06-28,2024-06-28,FCR,1,NEGPOS_16_20,84.32,72,84.32,-2,93,155.92,-41,25,84.32,-21,486,10,145,564,84.32,-23,110,84.32,-72,14,84.32,-14,62,84.32,71,77,84.32,-43,16,2024-06-28 16:00:00
2024-06-28,2024-06-28,FCR,1,NEGPOS_20_24,50,72,50,-12,93,155.92,-41,25,50,-24,486,20,145,564,50,14,110,50,-75,14,50,-14,62,50,50,77,50,-43,20,2024-06-28 20:00:00
2024-06-29,2024-06-29,FCR,1,NEGPOS_00_04,38.57,72,38.57,-13,93,185.16,-65,25,38.57,-24,486,13.24,145,564,38.57,15,110,38.57,-60,14,38.57,-13,62,38.57,58,77,38.57,-43,0,2024-06-29 00:00:00
2024-06-29,2024-06-29,FCR,1,NEGPOS_04_08,49,72,49,-4,93,206.62,-65,25,49,-24,486,31.06,145,564,49,-6,110,49,-57,14,49,-13,62,49,67,77,49,-43,4,2024-06-29 04:00:00
2024-06-29,2024-06-29,FCR,1,NEGPOS_08_12,120,72,120,-15,93,284,-41,25,120,-21,486,14,145,564,120,-39,110,120,-50,14,120,-13,62,120,81,77,120,-47,8,2024-06-29 08:00:00
2024-06-29,2024-06-29,FCR,1,NEGPOS_12_16,150,72,150,-18,93,284,-41,25,150,-17,486,8.68,145,564,150,-33,110,150,-49,14,150,-10,62,150,70,77,150,-47,12,2024-06-29 12:00:00
2024-06-29,2024-06-29,FCR,1,NEGPOS_16_20,100,72,100,-18,93,284,-41,25,100,-23,486,11.08,145,564,100,-9,110,100,-72,14,100,-13,62,100,74,77,100,-43,16,2024-06-29 16:00:00
2024-06-29,2024-06-29,FCR,1,NEGPOS_20_24,53.64,72,53.64,-7,93,179.56,-65,25,53.64,-23,486,37.55,147,564,53.64,-12,110,53.64,-57,14,53.64,-14,62,53.64,76,77,53.64,-43,20,2024-06-29 20:00:00
2024-06-30,2024-06-30,FCR,1,NEGPOS_00_04,41.25,72,41.25,-10,93,213.68,-65,25,41.25,-24,486,7.92,145,564,41.25,10,110,41.25,-60,14,41.25,-13,62,41.25,65,77,41.25,-48,0,2024-06-30 00:00:00
2024-06-30,2024-06-30,FCR,1,NEGPOS_04_08,55,72,55,-10,93,213.92,-65,25,55,-23,486,7.12,145,564,55,-6,110,55,-57,14,55,-13,62,55,77,77,55,-48,4,2024-06-30 04:00:00
2024-06-30,2024-06-30,FCR,1,NEGPOS_08_12,135,72,135,-7,93,216.31,-65,25,135,-21,486,7.92,145,564,135,-31,110,135,-49,14,135,-13,62,135,93,77,135,-52,8,2024-06-30 08:00:00
2024-06-30,2024-06-30,FCR,1,NEGPOS_12_16,144.62,72,144.62,-7,93,314.94,-65,25,144.62,-17,486,9.4,145,564,144.62,-37,110,144.62,-49,14,144.62,-9,62,144.62,86,77,144.62,-47,12,2024-06-30 12:00:00
2024-06-30,2024-06-30,FCR,1,NEGPOS_16_20,110.4,72,110.4,-7,93,198.2,-65,25,110.4,-21,486,7.16,145,564,110.4,-12,110,110.4,-54,14,110.4,-7,62,110.4,69,77,110.4,-48,16,2024-06-30 16:00:00
2024-06-30,2024-06-30,FCR,1,NEGPOS_20_24,58.01,72,58.01,13,93,197.6,-65,25,58.01,-23,486,34.88,145,564,58.01,-24,110,58.01,-57,14,58.01,-14,62,58.01,73,77,58.01,-48,20,2024-06-30 20:00:00
2024-07-01,2024-07-01,FCR,1,NEGPOS_00_04,44.23,72,44.23,-8,93,195.2,-41,25,44.23,-24,486,10.96,145,564,44.23,30,110,44.23,-72,14,44.23,-13,62,44.23,29,77,148,-46,0,2024-07-01 00:00:00
2024-07-01,2024-07-01,FCR,1,NEGPOS_04_08,57.5,72,57.5,-9,93,195.2,-41,25,57.5,-23,486,25.88,129,564,57.5,13,110,57.5,-70,14,57.5,-13,62,57.5,60,77,148,-46,4,2024-07-01 04:00:00
2024-07-01,2024-07-01,FCR,1,NEGPOS_08_12,148,72,148,25,93,195.2,-41,25,148,-23,486,60.9,146,564,148,-56,110,148,-64,14,148,-6,62,148,66,77,148,-46,8,2024-07-01 08:00:00
2024-07-01,2024-07-01,FCR,1,NEGPOS_12_16,148,72,148,25,93,195.2,-41,25,148,-18,486,14.76,145,564,148,-66,110,148,-57,14,148,-4,62,148,66,77,148,-46,12,2024-07-01 12:00:00
2024-07-01,2024-07-01,FCR,1,NEGPOS_16_20,113,72,113,33,93,195.2,-42,25,113,-23,486,13.24,145,564,113,-41,110,113,-68,14,113,-7,62,113,49,77,148,-46,16,2024-07-01 16:00:00
2024-07-01,2024-07-01,FCR,1,NEGPOS_20_24,74.43,72,74.43,-17,93,195.2,-41,25,74.43,-23,486,14.76,145,564,74.43,18,110,74.43,-70,14,74.43,-14,62,74.43,48,77,148,-46,20,2024-07-01 20:00:00
2024-07-02,2024-07-02,FCR,1,NEGPOS_00_04,41.4,72,41.4,-22,93,184.68,-65,25,41.4,-24,486,12.48,145,564,41.4,78,110,41.4,-73,14,41.4,-13,62,41.4,27,77,213.8,-53,0,2024-07-02 00:00:00
2024-07-02,2024-07-02,FCR,1,NEGPOS_04_08,65.02,72,65.02,-31,93,187.92,-65,25,65.02,-24,486,30.83,148,564,65.02,59,110,65.02,-71,14,65.02,-14,62,65.02,54,77,213.8,-53,4,2024-07-02 04:00:00
2024-07-02,2024-07-02,FCR,1,NEGPOS_08_12,118.44,72,118.44,11,93,184.24,-65,25,118.44,-23,486,61.1,145,564,118.44,-18,110,118.44,-68,14,118.44,-7,62,118.44,71,77,188,-46,8,2024-07-02 08:00:00
2024-07-02,2024-07-02,FCR,1,NEGPOS_12_16,115,72,115,1,93,267.6,-41,25,115,-18,486,32.86,145,564,115,-27,110,115,-68,14,115,-6,62,115,60,77,188,-46,12,2024-07-02 12:00:00
2024-07-02,2024-07-02,FCR,1,NEGPOS_16_20,100.75,72,100.75,-4,93,267.6,-41,25,100.75,-18,486,33.72,145,564,100.75,-7,110,100.75,-68,14,100.75,-7,62,100.75,46,77,188,-46,16,2024-07-02 16:00:00
2024-07-02,2024-07-02,FCR,1,NEGPOS_20_24,66,72,66,-11,93,196.28,-65,25,66,-24,486,14,145,564,66,42,110,66,-70,14,66,-14,62,66,43,77,188,-46,20,2024-07-02 20:00:00
2024-07-03,2024-07-03,FCR,1,NEGPOS_00_04,39.84,72,39.84,-17,93,139.99,-64,25,39.84,-20,486,14,145,564,39.84,67,110,39.84,-73,14,39.84,-12,62,39.84,21,77,39.84,-47,0,2024-07-03 00:00:00
2024-07-03,2024-07-03,FCR,1,NEGPOS_04_08,61.44,72,61.44,-27,93,139.99,-64,25,61.44,-24,486,43.6,145,564,61.44,55,110,61.44,-60,14,61.44,-14,62,61.44,36,77,61.44,-47,4,2024-07-03 04:00:00
2024-07-03,2024-07-03,FCR,1,NEGPOS_08_12,100,72,100,26,93,139.54,-65,25,100,-24,486,100,98,564,100,20,110,100,-63,14,100,-7,62,100,62,77,100,-47,8,2024-07-03 08:00:00
2024-07-03,2024-07-03,FCR,1,NEGPOS_12_16,89.4,72,89.4,22,93,139.99,-41,25,89.4,-23,486,14,145,564,89.4,9,110,89.4,-63,14,89.4,-10,62,89.4,8,77,89.4,-47,12,2024-07-03 12:00:00
2024-07-03,2024-07-03,FCR,1,NEGPOS_16_20,71,72,71,6,93,139.99,-41,25,71,-23,486,10.96,145,564,71,20,110,71,-63,14,71,-14,62,71,17,77,71,-47,16,2024-07-03 16:00:00
2024-07-03,2024-07-03,FCR,1,NEGPOS_20_24,60.5,72,60.5,-11,93,139.99,-64,25,60.5,-23,486,60.5,143,564,60.5,35,110,60.5,-70,14,60.5,-14,62,60.5,51,77,60.5,-47,20,2024-07-03 20:00:00
2024-07-04,2024-07-04,FCR,1,NEGPOS_00_04,38.15,72,38.15,1,93,185.8,-65,25,38.15,-24,486,4.4,145,564,38.15,58,110,38.15,-74,14,38.15,-13,62,38.15,18,77,146.6,-46,0,2024-07-04 00:00:00
2024-07-04,2024-07-04,FCR,1,NEGPOS_04_08,63.16,72,63.16,19,93,184.68,-65,25,63.16,-23,486,8.8,145,564,63.16,42,110,63.16,-72,14,63.16,-13,62,63.16,13,77,146.6,-46,4,2024-07-04 04:00:00
2024-07-04,2024-07-04,FCR,1,NEGPOS_08_12,168.76,72,168.76,16,93,168.76,-65,25,168.76,-15,486,38.48,145,564,168.76,1,110,168.76,-67,14,168.76,-7,62,168.76,38,77,168.76,-46,8,2024-07-04 08:00:00
2024-07-04,2024-07-04,FCR,1,NEGPOS_12_16,183.12,72,183.12,12,93,932.74,-65,25,183.12,-15,486,4.44,145,564,183.12,-9,110,183.12,-68,14,183.12,-5,62,183.12,51,77,183.12,-46,12,2024-07-04 12:00:00
2024-07-04,2024-07-04,FCR,1,NEGPOS_16_20,136.4,72,136.4,17,93,181.72,-65,25,136.4,-18,486,3.96,145,564,136.4,12,110,136.4,-68,14,136.4,-7,62,136.4,30,77,146.6,-46,16,2024-07-04 16:00:00
2024-07-04,2024-07-04,FCR,1,NEGPOS_20_24,77.84,72,77.84,68,93,183.2,-65,25,77.84,-23,486,8.8,145,564,77.84,-21,110,77.84,-75,14,77.84,-14,62,77.84,31,77,146.6,-46,20,2024-07-04 20:00:00
2024-07-05,2024-07-05,FCR,1,NEGPOS_00_04,39.25,72,39.25,20,93,161.6,-65,25,39.25,-24,486,9.44,145,564,39.25,38,110,39.25,-72,14,39.25,-14,62,39.25,18,77,348,-46,0,2024-07-05 00:00:00
2024-07-05,2024-07-05,FCR,1,NEGPOS_04_08,65.06,72,65.06,31,93,162.48,-65,25,65.06,-18,486,17.32,145,564,65.06,20,110,65.06,-69,14,65.06,-14,62,65.06,23,77,361.08,-53,4,2024-07-05 04:00:00
2024-07-05,2024-07-05,FCR,1,NEGPOS_08_12,152.2,72,152.2,27,93,162.16,-65,25,152.2,-21,486,21.08,145,564,152.2,-15,110,152.2,-64,14,152.2,-6,62,152.2,49,77,348,-50,8,2024-07-05 08:00:00
2024-07-05,2024-07-05,FCR,1,NEGPOS_12_16,197.48,72,197.48,27,93,197.48,-65,25,197.48,-13,486,8.16,145,564,197.48,-27,110,197.48,-63,14,197.48,-4,62,197.48,50,77,348,-50,12,2024-07-05 12:00:00
2024-07-05,2024-07-05,FCR,1,NEGPOS_16_20,125.3,72,125.3,54,93,160.96,-65,25,125.3,-18,486,8.88,145,564,125.3,-37,110,125.3,-63,14,125.3,-7,62,125.3,37,77,348,-46,16,2024-07-05 16:00:00
2024-07-05,2024-07-05,FCR,1,NEGPOS_20_24,62,72,62,44,93,162.32,-65,25,62,-23,486,12.48,145,564,62,-26,110,62,-71,14,62,-14,62,62,56,77,348,-46,20,2024-07-05 20:00:00
2024-07-06,2024-07-06,FCR,1,NEGPOS_00_04,41,72,41,12,93,137.76,-65,25,41,-24,486,4.52,145,564,41,57,110,41,-72,14,41,-14,62,41,13,77,41,-52,0,2024-07-06 00:00:00
2024-07-06,2024-07-06,FCR,1,NEGPOS_04_08,64.6,72,64.6,30,93,138.48,-65,25,64.6,-21,486,3.64,145,564,64.6,12,110,64.6,-69,14,64.6,-14,62,64.6,34,77,64.6,-52,4,2024-07-06 04:00:00
2024-07-06,2024-07-06,FCR,1,NEGPOS_08_12,167.31,72,167.31,30,93,167.31,-65,25,167.31,-16,486,3.76,145,564,167.31,-24,110,167.31,-61,14,167.31,-8,62,167.31,51,77,303.64,-52,8,2024-07-06 08:00:00
2024-07-06,2024-07-06,FCR,1,NEGPOS_12_16,228.38,72,228.38,12,93,228.38,-65,25,228.38,-16,486,3.72,145,564,228.38,-27,110,228.38,-45,14,228.38,-8,62,228.38,56,77,303.64,-52,12,2024-07-06 12:00:00
2024-07-06,2024-07-06,FCR,1,NEGPOS_16_20,131.08,72,131.08,30,93,239.19,-65,25,131.08,-19,486,3.88,145,564,131.08,-15,110,131.08,-63,14,131.08,-7,62,131.08,46,77,131.08,-52,16,2024-07-06 16:00:00
2024-07-06,2024-07-06,FCR,1,NEGPOS_20_24,99.2,72,99.2,41,93,142.92,-65,25,99.2,-21,486,4.64,145,564,99.2,-5,110,99.2,-71,14,99.2,-14,62,99.2,42,77,99.2,-52,20,2024-07-06 20:00:00
2024-07-07,2024-07-07,FCR,1,NEGPOS_00_04,80,72,80,49,93,145,-65,25,80,-21,486,3.96,145,564,80,20,110,80,-72,14,80,-13,62,80,9,77,177.8,-52,0,2024-07-07 00:00:00
2024-07-07,2024-07-07,FCR,1,NEGPOS_04_08,59.28,72,59.28,30,93,149.2,-65,25,59.28,-21,486,3.68,145,564,59.28,35,110,59.28,-69,14,59.28,-13,62,59.28,10,77,177.8,-52,4,2024-07-07 04:00:00
2024-07-07,2024-07-07,FCR,1,NEGPOS_08_12,166.16,72,166.16,6,93,166.16,-65,25,166.16,-16,486,3.96,145,564,166.16,29,110,166.16,-61,14,166.16,-13,62,166.16,26,77,303.64,-51,8,2024-07-07 08:00:00
2024-07-07,2024-07-07,FCR,1,NEGPOS_12_16,247.92,72,247.92,6,93,247.92,-65,25,247.92,-16,486,4.28,145,564,247.92,25,110,247.92,-61,14,247.92,-11,62,247.92,30,77,303.64,-53,12,2024-07-07 12:00:00
2024-07-07,2024-07-07,FCR,1,NEGPOS_16_20,135.24,72,135.24,-8,93,149.6,-65,25,135.24,-21,486,4.04,145,564,135.24,46,110,135.24,-61,14,135.24,-6,62,135.24,23,77,271.52,-53,16,2024-07-07 16:00:00
2024-07-07,2024-07-07,FCR,1,NEGPOS_20_24,89.6,72,89.6,1,93,150.04,-65,25,89.6,-23,486,5.28,144,564,89.6,69,110,89.6,-69,14,89.6,-14,62,89.6,10,77,271.52,-53,20,2024-07-07 20:00:00
2024-07-08,2024-07-08,FCR,1,NEGPOS_00_04,44.12,72,44.12,-40,93,146.12,-65,25,44.12,-24,486,6,146,564,44.12,84,110,44.12,-72,14,44.12,-14,62,44.12,37,77,44.12,-51,0,2024-07-08 00:00:00
2024-07-08,2024-07-08,FCR,1,NEGPOS_04_08,56.64,72,56.64,-27,93,144.64,-65,25,56.64,-23,486,22.8,145,564,56.64,55,110,56.64,-73,14,56.64,-14,62,56.64,53,77,56.64,-51,4,2024-07-08 04:00:00
2024-07-08,2024-07-08,FCR,1,NEGPOS_08_12,146.92,72,146.92,-34,93,146.92,-65,25,146.92,-18,486,103.44,143,564,146.92,27,110,146.92,-66,14,146.92,-6,62,146.92,70,77,146.92,-51,8,2024-07-08 08:00:00
2024-07-08,2024-07-08,FCR,1,NEGPOS_12_16,184.07,72,184.07,-39,93,255.32,-63,25,184.07,-17,486,6.72,145,564,184.07,63,110,184.07,-62,14,184.07,-7,62,184.07,31,77,184.07,-51,12,2024-07-08 12:00:00
2024-07-08,2024-07-08,FCR,1,NEGPOS_16_20,107,72,107,-12,93,147.12,-65,25,107,-23,486,6.36,145,564,107,23,110,107,-66,14,107,-7,62,107,56,77,107,-51,16,2024-07-08 16:00:00
2024-07-08,2024-07-08,FCR,1,NEGPOS_20_24,98.04,72,98.04,-48,93,147.76,-65,25,98.04,-23,486,17.4,145,564,98.04,68,110,98.04,-73,14,98.04,-14,62,98.04,61,77,98.04,-51,20,2024-07-08 20:00:00
2024-07-09,2024-07-09,FCR,1,NEGPOS_00_04,37.1,72,37.1,-22,93,147.84,-65,25,37.1,-24,486,6,145,564,37.1,42,110,37.1,-76,14,37.1,-14,62,37.1,63,77,148,-49,0,2024-07-09 00:00:00
2024-07-09,2024-07-09,FCR,1,NEGPOS_04_08,60.48,72,60.48,-23,93,149.48,-65,25,60.48,-23,486,60.48,116,564,60.48,60,110,60.48,-77,14,60.48,-14,62,60.48,75,77,148,-49,4,2024-07-09 04:00:00
2024-07-09,2024-07-09,FCR,1,NEGPOS_08_12,132.2,72,132.2,-9,93,151.2,-65,25,132.2,-18,486,103.88,145,564,132.2,-21,110,132.2,-66,14,132.2,-5,62,132.2,85,77,148,-46,8,2024-07-09 08:00:00
2024-07-09,2024-07-09,FCR,1,NEGPOS_12_16,177.56,72,177.56,-19,93,177.56,-65,25,177.56,-18,486,110.9,145,564,177.56,25,110,177.56,-64,14,177.56,-3,62,177.56,45,77,177.56,-46,12,2024-07-09 12:00:00
2024-07-09,2024-07-09,FCR,1,NEGPOS_16_20,89.32,72,89.32,7,93,148.72,-65,25,89.32,-23,486,10.64,145,564,89.32,-4,110,89.32,-65,14,89.32,-14,62,89.32,68,77,148,-49,16,2024-07-09 16:00:00
2024-07-09,2024-07-09,FCR,1,NEGPOS_20_24,68,72,68,5,93,148.4,-65,25,68,-23,486,6,148,564,68,42,110,68,-75,14,68,-14,62,68,34,77,148,-49,20,2024-07-09 20:00:00
2024-07-10,2024-07-10,FCR,1,NEGPOS_00_04,34.88,72,34.88,31,93,138.2,-65,25,34.88,-24,486,6.44,145,564,34.88,25,110,34.88,-76,14,34.88,-14,62,34.88,31,77,200,-53,0,2024-07-10 00:00:00
2024-07-10,2024-07-10,FCR,1,NEGPOS_04_08,56.08,72,56.08,23,93,140.56,-65,25,56.08,-23,486,56.08,102,564,56.08,25,110,56.08,-77,14,56.08,-13,62,56.08,73,77,188,-45,4,2024-07-10 04:00:00
2024-07-10,2024-07-10,FCR,1,NEGPOS_08_12,93,72,93,98,93,134.24,-65,25,93,-23,486,93,108,564,93,-65,110,93,-66,14,93,-14,62,93,72,77,188,-45,8,2024-07-10 08:00:00
2024-07-10,2024-07-10,FCR,1,NEGPOS_12_16,131.64,72,131.64,51,93,139.41,-65,25,131.64,-18,486,7.2,145,564,131.64,-41,110,131.64,-60,14,131.64,-6,62,131.64,39,77,188,-45,12,2024-07-10 12:00:00
2024-07-10,2024-07-10,FCR,1,NEGPOS_16_20,66.5,72,66.5,49,93,167.48,-65,25,66.5,-23,486,6,152,564,66.5,-37,110,66.5,-75,14,66.5,-14,62,66.5,65,77,188,-45,16,2024-07-10 16:00:00
2024-07-10,2024-07-10,FCR,1,NEGPOS_20_24,56,72,56,10,93,148.28,-65,25,56,-23,486,5.12,145,564,56,23,110,1200,-77,14,56,-14,62,56,54,77,200,-53,20,2024-07-10 20:00:00
2024-07-11,2024-07-11,FCR,1,NEGPOS_00_04,28,72,28,34,93,175.56,-65,25,28,-24,486,28,138,564,28,41,110,40,-77,14,28,-14,62,28,20,77,216,-53,0,2024-07-11 00:00:00
2024-07-11,2024-07-11,FCR,1,NEGPOS_04_08,44,72,44,6,93,173.84,-65,25,44,-24,486,44,118,564,44,50,110,44,-77,14,44,-14,62,44,49,77,216,-43,4,2024-07-11 04:00:00
2024-07-11,2024-07-11,FCR,1,NEGPOS_08_12,56.8,72,56.8,53,93,180,-41,25,56.8,-23,486,56.8,136,564,56.8,-91,110,56.8,-77,14,56.8,-14,62,54.14,100,77,216,-43,8,2024-07-11 08:00:00
2024-07-11,2024-07-11,FCR,1,NEGPOS_12_16,87,72,87,64,93,180,-41,25,87,-18,486,87,108,564,87,-87,110,87,-60,14,87,-13,62,86.44,100,77,216,-53,12,2024-07-11 12:00:00
2024-07-11,2024-07-11,FCR,1,NEGPOS_16_20,51,72,51,6,93,180,-41,25,51,-24,486,8.12,145,564,51,4,110,80,-77,14,51,-14,62,51,54,77,216,-53,16,2024-07-11 16:00:00
2024-07-11,2024-07-11,FCR,1,NEGPOS_20_24,40,72,40,6,93,183.56,-65,25,40,-24,486,5.68,142,564,40,45,110,40,-69,14,40,-14,62,40,22,77,216,-43,20,2024-07-11 20:00:00
2024-07-12,2024-07-12,FCR,1,NEGPOS_00_04,29.83,72,29.83,-24,93,171.16,-65,25,29.83,-24,486,6.64,145,564,29.83,56,110,40,-77,14,29.83,-14,62,29.83,49,77,272,-46,0,2024-07-12 00:00:00
2024-07-12,2024-07-12,FCR,1,NEGPOS_04_08,47.33,72,47.33,-17,93,171.92,-65,25,47.33,-24,486,47.33,139,564,47.33,56,110,47.33,-76,14,47.33,-14,62,47.33,47,77,268,-46,4,2024-07-12 04:00:00
2024-07-12,2024-07-12,FCR,1,NEGPOS_08_12,60.5,72,60.5,-23,93,170.36,-65,25,60.5,-24,486,35,145,564,60.5,4,110,80,-77,14,60.5,-14,62,56,100,77,268,-46,8,2024-07-12 08:00:00
2024-07-12,2024-07-12,FCR,1,NEGPOS_12_16,112,72,112,3,93,171.6,-65,25,112,-23,486,36,145,564,112,-33,110,112,-68,14,112,-6,62,41,100,77,272,-53,12,2024-07-12 12:00:00
2024-07-12,2024-07-12,FCR,1,NEGPOS_16_20,46,72,46,-23,93,170.64,-65,25,46,-24,486,6.2,145,564,46,38,110,46,-76,14,46,-14,62,46,72,77,272,-53,16,2024-07-12 16:00:00
2024-07-12,2024-07-12,FCR,1,NEGPOS_20_24,41.75,72,41.75,-25,93,170.04,-65,25,41.75,-24,486,5.44,145,564,41.75,41,110,41.75,-76,14,41.75,-14,62,41.75,71,77,200,-53,20,2024-07-12 20:00:00
2024-07-13,2024-07-13,FCR,1,NEGPOS_00_04,32.03,72,32.03,-31,93,188.32,-65,25,32.03,-24,486,32.03,130,564,32.03,79,110,40,-77,14,32.03,-14,62,32.03,55,77,312,-53,0,2024-07-13 00:00:00
2024-07-13,2024-07-13,FCR,1,NEGPOS_04_08,52.44,72,52.44,-36,93,189.32,-65,25,52.44,-24,486,52.28,145,564,52.44,62,110,52.44,-76,14,52.44,-14,62,52.44,61,77,352,-53,4,2024-07-13 04:00:00
2024-07-13,2024-07-13,FCR,1,NEGPOS_08_12,155.55,72,155.55,-35,93,188.32,-65,25,155.55,-19,486,6.08,145,564,155.55,23,110,155.55,-65,14,155.55,-13,62,155.55,93,77,381.8,-53,8,2024-07-13 08:00:00
2024-07-13,2024-07-13,FCR,1,NEGPOS_12_16,190.8,72,190.8,-38,93,190.8,-65,25,190.8,-17,486,4.04,145,564,190.8,49,110,190.8,-65,14,190.8,-13,62,190.8,57,77,381.8,-53,12,2024-07-13 12:00:00
2024-07-13,2024-07-13,FCR,1,NEGPOS_16_20,89.22,72,89.22,-48,93,193.92,-65,25,89.22,-21,486,4.76,145,564,89.22,65,110,89.22,-70,14,89.22,-14,62,89.22,61,77,381.8,-53,16,2024-07-13 16:00:00
2024-07-13,2024-07-13,FCR,1,NEGPOS_20_24,48.75,72,48.75,-32,93,193.72,-65,25,48.75,-24,486,14.4,145,564,48.75,19,110,48.75,-76,14,48.75,-14,62,44.6,100,77,381.8,-53,20,2024-07-13 20:00:00
2024-07-14,2024-07-14,FCR,1,NEGPOS_00_04,50.84,72,50.84,-43,93,222.6,-65,25,50.84,-24,486,6.16,145,564,50.84,82,110,50.84,-76,14,50.84,-13,62,50.84,47,77,200,-53,0,2024-07-14 00:00:00
2024-07-14,2024-07-14,FCR,1,NEGPOS_04_08,59.6,72,113.96,-50,93,223.16,-65,25,59.6,-24,486,19.36,145,564,59.6,82,110,59.6,-76,14,59.6,-13,62,59.6,54,77,200,-53,4,2024-07-14 04:00:00
2024-07-14,2024-07-14,FCR,1,NEGPOS_08_12,189.05,72,189.05,-48,93,223.52,-65,25,189.05,-17,486,6,145,564,189.05,40,110,189.05,-65,14,189.05,-13,62,189.05,74,77,232,-51,8,2024-07-14 08:00:00
2024-07-14,2024-07-14,FCR,1,NEGPOS_12_16,261.48,72,261.48,-47,93,261.48,-65,25,261.48,-17,486,4.04,145,564,261.48,20,110,261.48,-65,14,261.48,-13,62,261.48,96,77,261.48,-53,12,2024-07-14 12:00:00
2024-07-14,2024-07-14,FCR,1,NEGPOS_16_20,119.32,72,119.32,-47,93,240.94,-65,25,119.32,-21,486,5.32,145,564,119.32,40,110,119.32,-65,14,119.32,-7,62,119.32,73,77,200,-53,16,2024-07-14 16:00:00
2024-07-14,2024-07-14,FCR,1,NEGPOS_20_24,57.36,72,57.36,-24,93,229.16,-65,25,57.36,-24,486,6,145,564,57.36,21,110,57.36,-76,14,57.36,-14,62,57.36,85,77,156,-48,20,2024-07-14 20:00:00
2024-07-15,2024-07-15,FCR,1,NEGPOS_00_04,36.8,72,36.8,-23,93,175.52,-65,25,36.8,-24,486,36.8,139,564,36.8,62,110,40,-77,14,36.8,-13,62,36.8,49,77,44,-48,0,2024-07-15 00:00:00
2024-07-15,2024-07-15,FCR,1,NEGPOS_04_08,55.36,72,55.36,-5,93,172.84,-65,25,55.36,-24,486,55.36,84,564,55.36,84,110,55.36,-77,14,55.36,-14,62,55.36,65,77,60,-48,4,2024-07-15 04:00:00
2024-07-15,2024-07-15,FCR,1,NEGPOS_08_12,111,72,111,32,93,176,-41,25,111,-18,486,97.64,132,564,111,-57,110,111,-66,14,111,-6,62,111,75,77,136,-51,8,2024-07-15 08:00:00
2024-07-15,2024-07-15,FCR,1,NEGPOS_12_16,145.2,72,145.2,48,93,176,-41,25,145.2,-18,486,8.76,145,564,145.2,-75,110,145.2,-61,14,145.2,-6,62,145.2,58,77,159.2,-50,12,2024-07-15 12:00:00
2024-07-15,2024-07-15,FCR,1,NEGPOS_16_20,65.1,72,65.1,17,93,176,-41,25,65.1,-24,486,12.2,145,564,65.1,-55,110,65.1,-77,14,65.1,-14,62,64.32,100,77,104,-51,16,2024-07-15 16:00:00
