DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEMAND_[MW],AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW],BELGIUM_DEMAND_[MW],BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW],DENMARK_DEMAND_[MW],DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DENMARK_DEFICIT(-)_SURPLUS(+)_[MW],FRANCE_DEMAND_[MW],FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FRANCE_DEFICIT(-)_SURPLUS(+)_[MW],GERMANY_DEMAND_[MW],GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],GERMANY_DEFICIT(-)_SURPLUS(+)_[MW],NETHERLANDS_DEMAND_[MW],NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW],SLOVENIA_DEMAND_[MW],SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW],SWITZERLAND_DEMAND_[MW],SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW],CZECH_REPUBLIC_DEMAND_[MW],CZECH_REPUBLIC_SETTLEMENTCAPACITY_PRICE_[EUR/MW],CZECH_REPUBLIC_DEFICIT(-)_SURPLUS(+)_[MW],hour,datetime
2024-03-01,2024-03-01,FCR,1,NEGPOS_12_16,24.43,72,24.43,46,93,103.92,-65,25,24.43,-24,486,11,145,564,24.43,40,110,24.43,-70,14,24.43,-14,62,24.43,-11,77,65.32,-47,12,2024-03-01 12:00:00
2024-03-01,2024-03-01,FCR,1,NEGPOS_16_20,26.44,72,26.44,7,93,102.6,-65,25,26.44,-24,486,3.72,145,564,26.44,64,110,26.44,-70,14,26.44,-14,62,26.44,9,77,128,-52,16,2024-03-01 16:00:00
2024-03-01,2024-03-01,FCR,1,NEGPOS_20_24,24,72,24,3,93,100.92,-65,25,24,-24,486,2.96,145,564,24,83,110,24,-62,14,24,-14,62,24,-19,77,79,-47,20,2024-03-01 20:00:00
2024-03-02,2024-03-02,FCR,1,NEGPOS_00_04,21.36,72,21.36,39,93,47.8,-65,25,21.36,-24,486,3.44,145,564,21.36,54,110,21.36,-55,14,21.36,-14,62,21.36,-31,77,21.36,-49,0,2024-03-02 00:00:00
2024-03-02,2024-03-02,FCR,1,NEGPOS_04_08,20.9,72,20.9,34,93,46.8,-65,25,20.9,-24,486,4.88,145,564,20.9,66,110,20.9,-62,14,20.9,-14,62,20.9,-31,77,20.9,-49,4,2024-03-02 04:00:00
2024-03-02,2024-03-02,FCR,1,NEGPOS_08_12,20.65,72,20.65,15,93,46.72,-65,25,20.65,-24,486,3.36,145,564,20.65,85,110,20.65,-62,14,20.65,-14,62,20.65,-31,77,20.65,-49,8,2024-03-02 08:00:00
2024-03-02,2024-03-02,FCR,1,NEGPOS_12_16,21.7,72,21.7,12,93,46.6,-65,25,21.7,-23,486,3.28,145,564,21.7,87,110,21.7,-62,14,21.7,-14,62,21.7,-31,77,21.7,-49,12,2024-03-02 12:00:00
2024-03-02,2024-03-02,FCR,1,NEGPOS_16_20,21.92,72,21.92,16,93,45.8,-65,25,21.92,-24,486,2.84,145,564,21.92,59,110,21.92,-62,14,21.92,-14,62,21.92,-6,77,21.92,-49,16,2024-03-02 16:00:00
2024-03-02,2024-03-02,FCR,1,NEGPOS_20_24,19.1,72,19.1,11,93,78.68,-65,25,19.1,-24,486,2.92,145,564,19.1,87,110,19.1,-62,14,19.1,-14,62,19.1,-29,77,19.1,-49,20,2024-03-02 20:00:00
2024-03-03,2024-03-03,FCR,1,NEGPOS_00_04,22.35,72,22.35,9,93,65.12,-65,25,22.35,-23,486,2.96,145,564,22.35,86,110,22.35,-55,14,22.35,-14,62,22.35,-36,77,22.35,-47,0,2024-03-03 00:00:00
2024-03-03,2024-03-03,FCR,1,NEGPOS_04_08,19.95,72,19.95,9,93,63.64,-65,25,19.95,-24,486,3.2,145,564,19.95,95,110,19.95,-62,14,19.95,-14,62,19.95,-37,77,19.95,-47,4,2024-03-03 04:00:00
2024-03-03,2024-03-03,FCR,1,NEGPOS_08_12,25,72,25,2,93,63.52,-65,25,25,-23,486,3,145,564,25,102,110,25,-65,14,25,-14,62,25,-35,77,25,-47,8,2024-03-03 08:00:00
2024-03-03,2024-03-03,FCR,1,NEGPOS_12_16,29.18,72,29.18,2,93,74.72,-65,25,29.18,-23,486,3.28,145,564,29.18,101,110,29.18,-65,14,29.18,-14,62,29.18,-34,77,29.18,-47,12,2024-03-03 12:00:00
2024-03-03,2024-03-03,FCR,1,NEGPOS_16_20,28.07,72,28.07,-3,93,62.96,-65,25,28.07,-24,486,2.98,145,564,28.07,39,110,28.07,-62,14,28.07,-14,62,28.07,31,77,28.07,-47,16,2024-03-03 16:00:00
2024-03-03,2024-03-03,FCR,1,NEGPOS_20_24,18.86,72,18.86,-3,93,62.6,-65,25,18.86,-24,486,2.98,145,564,18.86,87,110,18.86,-62,14,18.86,-14,62,18.86,-17,77,18.86,-47,20,2024-03-03 20:00:00
2024-03-04,2024-03-04,FCR,1,NEGPOS_00_04,22.27,72,22.27,8,93,100,-65,25,22.27,-23,486,3.52,145,564,22.27,83,110,22.27,-55,14,22.27,-14,62,22.27,-33,77,22.27,-46,0,2024-03-04 00:00:00
2024-03-04,2024-03-04,FCR,1,NEGPOS_04_08,22.91,72,22.91,-1,93,100,-65,25,22.91,-23,486,6.08,145,564,22.91,102,110,22.91,-62,14,22.91,-14,62,22.91,-36,77,22.91,-46,4,2024-03-04 04:00:00
2024-03-04,2024-03-04,FCR,1,NEGPOS_08_12,27.92,72,27.92,-1,93,100,-65,25,27.92,-23,486,3.16,145,564,27.92,112,110,56,-77,14,27.92,-14,62,27.92,-31,77,27.92,-46,8,2024-03-04 08:00:00
2024-03-04,2024-03-04,FCR,1,NEGPOS_12_16,22,72,22,10,93,100,-65,25,22,-23,486,3.4,145,564,22,63,110,22,-70,14,22,-14,62,22,0,77,22,-46,12,2024-03-04 12:00:00
2024-03-04,2024-03-04,FCR,1,NEGPOS_16_20,36.94,72,36.94,0,93,100,-65,25,36.94,-23,486,3,145,564,36.94,91,110,36.94,-62,14,36.94,-14,62,36.94,-26,77,36.94,-46,16,2024-03-04 16:00:00
2024-03-04,2024-03-04,FCR,1,NEGPOS_20_24,18.25,72,18.25,3,93,100,-65,25,18.25,-24,486,3.08,145,564,18.25,82,110,18.25,-62,14,18.25,-14,62,18.25,-19,77,18.25,-46,20,2024-03-04 20:00:00
2024-03-05,2024-03-05,FCR,1,NEGPOS_00_04,22.49,72,22.49,7,93,100,-65,25,22.49,-23,486,3.84,145,564,22.49,97,110,22.49,-55,14,22.49,-14,62,25,-43,77,53.44,-49,0,2024-03-05 00:00:00
2024-03-05,2024-03-05,FCR,1,NEGPOS_04_08,21.1,72,21.1,-1,93,100,-65,25,21.1,-24,486,7,145,564,21.1,90,110,21.1,-62,14,21.1,-14,62,21.1,-20,77,63.52,-49,4,2024-03-05 04:00:00
2024-03-05,2024-03-05,FCR,1,NEGPOS_08_12,21.19,72,21.19,-1,93,100,-65,25,21.19,-24,486,4.88,145,564,21.19,87,110,21.19,-62,14,21.19,-14,62,21.19,-20,77,78.84,-46,8,2024-03-05 08:00:00
2024-03-05,2024-03-05,FCR,1,NEGPOS_12_16,19.1,72,19.1,20,93,100,-65,25,19.1,-24,486,3.44,145,564,19.1,85,110,19.1,-62,14,19.1,-14,62,19.1,-32,77,78.84,-53,12,2024-03-05 12:00:00
2024-03-05,2024-03-05,FCR,1,NEGPOS_16_20,39.1,72,39.1,1,93,100,-65,25,39.1,-23,486,3.04,145,564,39.1,81,110,39.1,-65,14,39.1,-14,62,39.1,-7,77,78.84,-53,16,2024-03-05 16:00:00
2024-03-05,2024-03-05,FCR,1,NEGPOS_20_24,18.4,72,18.4,3,93,100,-65,25,18.4,-24,486,2.96,145,564,18.4,92,110,18.4,-65,14,18.4,-14,62,18.4,-19,77,78.84,-53,20,2024-03-05 20:00:00
2024-03-06,2024-03-06,FCR,1,NEGPOS_00_04,18.4,72,18.4,25,93,48.4,-65,25,18.4,-24,486,2.98,145,564,18.4,89,110,18.4,-65,14,18.4,-14,62,20.2,-43,77,59.96,-48,0,2024-03-06 00:00:00
2024-03-06,2024-03-06,FCR,1,NEGPOS_04_08,19.64,72,19.64,3,93,72.68,-65,25,19.64,-24,486,3,145,564,19.64,106,110,19.64,-65,14,19.64,-14,62,19.64,-38,77,59.96,-48,4,2024-03-06 04:00:00
2024-03-06,2024-03-06,FCR,1,NEGPOS_08_12,19.1,72,19.1,-1,93,100,-65,25,19.1,-24,486,2.9,145,564,19.1,87,110,19.1,-65,14,19.1,-14,62,19.1,-30,77,59.96,-33,8,2024-03-06 08:00:00
2024-03-06,2024-03-06,FCR,1,NEGPOS_12_16,19.1,72,19.1,18,93,100,-65,25,19.1,-24,486,2.94,145,564,19.1,83,110,19.1,-62,14,19.1,-14,62,19.1,-33,77,59.96,-48,12,2024-03-06 12:00:00
2024-03-06,2024-03-06,FCR,1,NEGPOS_16_20,38,72,38,5,93,100,-65,25,38,-23,486,2.8,145,564,38,65,110,38,-62,14,38,-14,62,38,-18,77,59.96,-33,16,2024-03-06 16:00:00
2024-03-06,2024-03-06,FCR,1,NEGPOS_20_24,18,72,18,23,93,100,-65,25,18,-24,486,2.8,145,564,18,85,110,18,-62,14,18,-14,62,18,-39,77,59.96,-48,20,2024-03-06 20:00:00
2024-03-07,2024-03-07,FCR,1,NEGPOS_00_04,20,72,20,18,93,100,-65,25,20,-24,486,3,145,564,20,81,110,20,-58,14,20,-14,62,20,-35,77,54.76,-48,0,2024-03-07 00:00:00
2024-03-07,2024-03-07,FCR,1,NEGPOS_04_08,21.93,72,21.93,11,93,100,-65,25,21.93,-23,486,3.16,145,564,21.93,83,110,21.93,-62,14,21.93,-14,62,21.93,-27,77,54.76,-48,4,2024-03-07 04:00:00
2024-03-07,2024-03-07,FCR,1,NEGPOS_08_12,27.31,72,27.31,7,93,100,-65,25,27.31,-23,486,3,145,564,27.31,60,110,27.31,-62,14,27.31,-14,62,27.31,0,77,54.76,-48,8,2024-03-07 08:00:00
2024-03-07,2024-03-07,FCR,1,NEGPOS_12_16,30.5,72,30.5,32,93,100,-65,25,30.5,-22,486,3.4,145,564,30.5,62,110,30.5,-65,14,30.5,-14,62,30.5,-25,77,54.76,-48,12,2024-03-07 12:00:00
2024-03-07,2024-03-07,FCR,1,NEGPOS_16_20,38,72,38,9,93,100,-65,25,38,-23,486,2.94,145,564,38,15,110,38,-65,14,38,-14,62,38,46,77,54.76,-48,16,2024-03-07 16:00:00
2024-03-07,2024-03-07,FCR,1,NEGPOS_20_24,18.4,72,18.4,20,93,100,-65,25,18.4,-24,486,2.92,145,564,18.4,90,110,18.4,-65,14,18.4,-14,62,18.4,-39,77,54.76,-48,20,2024-03-07 20:00:00
2024-03-08,2024-03-08,FCR,1,NEGPOS_00_04,20,72,20,20,93,76.92,-65,25,20,-24,486,2.96,145,564,20,78,110,20,-54,14,20,-14,62,20,-33,77,56,-53,0,2024-03-08 00:00:00
2024-03-08,2024-03-08,FCR,1,NEGPOS_04_08,24.29,72,24.29,17,93,82.93,-65,25,24.29,-23,486,2.94,145,564,24.29,79,110,24.29,-52,14,24.29,-14,62,24.29,-34,77,56,-53,4,2024-03-08 04:00:00
2024-03-08,2024-03-08,FCR,1,NEGPOS_08_12,27.59,72,27.59,21,93,97.53,-65,25,27.59,-23,486,3,145,564,27.59,69,110,27.59,-65,14,27.59,-14,62,27.59,-15,77,56,-53,8,2024-03-08 08:00:00
2024-03-08,2024-03-08,FCR,1,NEGPOS_12_16,42,72,42,19,93,100,-65,25,42,-22,486,3,145,564,42,12,110,42,-52,14,42,-13,62,42,27,77,42,-51,12,2024-03-08 12:00:00
2024-03-08,2024-03-08,FCR,1,NEGPOS_16_20,35.86,72,35.86,54,93,100,-65,25,35.86,-23,486,2.9,145,564,35.86,-15,110,35.86,-62,14,35.86,-14,62,35.86,31,77,35.86,-51,16,2024-03-08 16:00:00
2024-03-08,2024-03-08,FCR,1,NEGPOS_20_24,20.2,72,20.2,13,93,76.92,-65,25,20.2,-24,486,3.2,145,564,20.2,94,110,20.2,-62,14,20.2,-14,62,20.2,-36,77,20.2,-51,20,2024-03-08 20:00:00
2024-03-09,2024-03-09,FCR,1,NEGPOS_00_04,22.26,72,22.26,11,93,211.6,-65,25,22.26,-23,486,2.94,145,564,22.26,78,110,22.26,-56,14,22.26,-14,62,22.26,-33,77,22.26,-43,0,2024-03-09 00:00:00
2024-03-09,2024-03-09,FCR,1,NEGPOS_04_08,22,72,22,24,93,211.6,-65,25,22,-23,486,3.12,145,564,22,75,110,22,-66,14,22,-14,62,22,-33,77,22,-43,4,2024-03-09 04:00:00
2024-03-09,2024-03-09,FCR,1,NEGPOS_08_12,39.4,72,39.4,4,93,211.6,-65,25,39.4,-22,486,2.98,145,564,39.4,77,110,39.4,-66,14,39.4,-14,62,39.4,-16,77,39.4,-43,8,2024-03-09 08:00:00
2024-03-09,2024-03-09,FCR,1,NEGPOS_12_16,54,72,54,7,93,211.6,-65,25,54,-19,486,3.28,145,564,54,78,110,54,-56,14,54,-12,62,54,-35,77,54,-43,12,2024-03-09 12:00:00
2024-03-09,2024-03-09,FCR,1,NEGPOS_16_20,37.77,72,37.77,5,93,211.6,-65,25,37.77,-23,486,2.86,145,564,37.77,67,110,37.77,-66,14,37.77,-14,62,37.77,-6,77,37.77,-43,16,2024-03-09 16:00:00
2024-03-09,2024-03-09,FCR,1,NEGPOS_20_24,27.72,72,27.72,7,93,211.6,-65,25,27.72,-24,486,2.92,145,564,27.72,92,110,27.72,-66,14,27.72,-14,62,27.72,-32,77,27.72,-43,20,2024-03-09 20:00:00
2024-03-10,2024-03-10,FCR,1,NEGPOS_00_04,27.38,72,27.38,2,93,131.64,-65,25,27.38,-23,486,3.16,145,564,27.38,93,110,27.38,-57,14,27.38,-14,62,27.38,-34,77,27.38,-47,0,2024-03-10 00:00:00
2024-03-10,2024-03-10,FCR,1,NEGPOS_04_08,24,72,24,2,93,134.16,-65,25,24,-23,486,3.04,145,564,24,100,110,24,-63,14,24,-14,62,24,-35,77,24,-47,4,2024-03-10 04:00:00
2024-03-10,2024-03-10,FCR,1,NEGPOS_08_12,40,72,40,2,93,134.16,-65,25,40,-22,486,2.94,145,564,40,95,110,40,-68,14,40,-14,62,40,-29,77,40,-44,8,2024-03-10 08:00:00
2024-03-10,2024-03-10,FCR,1,NEGPOS_12_16,55.6,72,55.6,5,93,134.72,-65,25,55.6,-17,486,2.96,145,564,55.6,57,110,55.6,-60,14,55.6,-13,62,55.6,-29,77,55.6,-23,12,2024-03-10 12:00:00
2024-03-10,2024-03-10,FCR,1,NEGPOS_16_20,37.81,72,37.81,1,93,135.32,-65,25,37.81,-23,486,3.4,145,564,37.81,95,110,37.81,-68,14,37.81,-14,62,37.81,-24,77,37.81,-47,16,2024-03-10 16:00:00
2024-03-10,2024-03-10,FCR,1,NEGPOS_20_24,25,72,25,3,93,135.32,-65,25,25,-24,486,3.36,145,564,25,102,110,25,-65,14,25,-14,62,25,-35,77,25,-47,20,2024-03-10 20:00:00
2024-03-11,2024-03-11,FCR,1,NEGPOS_00_04,35.52,72,35.52,4,93,56.44,-65,25,35.52,-22,486,7.24,145,564,35.52,75,110,35.52,-46,14,35.52,-13,62,35.52,-25,77,35.52,-47,0,2024-03-11 00:00:00
2024-03-11,2024-03-11,FCR,1,NEGPOS_04_08,27.66,72,27.66,4,93,57.68,-65,25,27.66,-23,486,3.8,145,564,27.66,70,110,27.66,-46,14,27.66,-14,62,27.66,-20,77,27.66,-47,4,2024-03-11 04:00:00
2024-03-11,2024-03-11,FCR,1,NEGPOS_08_12,34,72,34,25,93,59.16,-65,25,34,-22,486,3.64,145,564,34,37,110,34,-65,14,34,-14,62,34,6,77,34,-47,8,2024-03-11 08:00:00
2024-03-11,2024-03-11,FCR,1,NEGPOS_12_16,39.57,72,39.57,19,93,60.6,-65,25,39.57,-22,486,3.6,145,564,39.57,40,110,39.57,-55,14,39.57,-13,62,39.57,-5,77,39.57,-44,12,2024-03-11 12:00:00
2024-03-11,2024-03-11,FCR,1,NEGPOS_16_20,40.28,72,40.28,1,93,61.84,-65,25,40.28,-23,486,2.96,145,564,40.28,45,110,40.28,-65,14,40.28,-14,62,40.28,20,77,40.28,-44,16,2024-03-11 16:00:00
2024-03-11,2024-03-11,FCR,1,NEGPOS_20_24,21.1,72,21.1,-1,93,63.28,-65,25,21.1,-24,486,2.94,145,564,21.1,105,110,21.1,-65,14,21.1,-14,62,21.1,-34,77,21.1,-47,20,2024-03-11 20:00:00
2024-03-12,2024-03-12,FCR,1,NEGPOS_00_04,19.5,72,19.5,11,93,97.32,-65,25,19.5,-24,486,3.12,145,564,19.5,95,110,19.5,-65,14,19.5,-14,62,19.5,-36,77,19.5,-47,0,2024-03-12 00:00:00
2024-03-12,2024-03-12,FCR,1,NEGPOS_04_08,25.04,72,25.04,-5,93,102.32,-65,25,25.04,-23,486,3.44,145,564,25.04,101,110,25.04,-55,14,25.04,-14,62,25.04,-37,77,25.04,-47,4,2024-03-12 04:00:00
2024-03-12,2024-03-12,FCR,1,NEGPOS_08_12,34,72,34,7,93,104.04,-65,25,34,-23,486,3.56,145,564,34,90,110,56,-77,14,34,-14,62,34,-16,77,34,-47,8,2024-03-12 08:00:00
2024-03-12,2024-03-12,FCR,1,NEGPOS_12_16,29.9,72,29.9,11,93,101.48,-65,25,29.9,-23,486,3.88,145,564,29.9,84,110,29.9,-74,14,29.9,-14,62,29.9,-17,77,29.9,-47,12,2024-03-12 12:00:00
2024-03-12,2024-03-12,FCR,1,NEGPOS_16_20,41.6,72,41.6,-1,93,106.8,-65,25,41.6,-24,486,3.32,145,564,41.6,76,110,41.6,-74,14,41.6,-14,62,41.6,-14,77,41.6,-29,16,2024-03-12 16:00:00
2024-03-12,2024-03-12,FCR,1,NEGPOS_20_24,21.6,72,21.6,-5,93,104.96,-65,25,21.6,-24,486,2.92,145,564,21.6,110,110,21.6,-64,14,21.6,-14,62,21.6,-36,77,21.6,-47,20,2024-03-12 20:00:00
2024-03-13,2024-03-13,FCR,1,NEGPOS_00_04,20.09,72,20.09,21,93,78.68,-65,25,20.09,-24,486,3.2,145,564,20.09,74,110,20.09,-55,14,20.09,-14,62,20.09,-35,77,20.09,-47,0,2024-03-13 00:00:00
2024-03-13,2024-03-13,FCR,1,NEGPOS_04_08,23.6,72,23.6,8,93,81.88,-65,25,23.6,-23,486,3.44,145,564,23.6,101,110,23.6,-64,14,23.6,-14,62,23.6,-41,77,23.6,-47,4,2024-03-13 04:00:00
2024-03-13,2024-03-13,FCR,1,NEGPOS_08_12,22.1,72,22.1,8,93,83.36,-65,25,22.1,-23,486,3.36,145,564,22.1,97,110,22.1,-74,14,22.1,-14,62,22.1,-27,77,22.1,-47,8,2024-03-13 08:00:00
2024-03-13,2024-03-13,FCR,1,NEGPOS_12_16,24.1,72,24.1,21,93,76.28,-65,25,24.1,-23,486,3.64,145,564,24.1,86,110,24.1,-74,14,24.1,-14,62,24.1,-29,77,24.1,-47,12,2024-03-13 12:00:00
2024-03-13,2024-03-13,FCR,1,NEGPOS_16_20,42.01,72,42.01,19,93,92.8,-65,25,42.01,-23,486,3.2,145,564,42.01,69,110,42.01,-74,14,42.01,-14,62,42.01,-10,77,42.01,-47,16,2024-03-13 16:00:00
2024-03-13,2024-03-13,FCR,1,NEGPOS_20_24,19.1,72,19.1,21,93,83.6,-65,25,19.1,-24,486,2.94,145,564,19.1,74,110,19.1,-64,14,19.1,-14,62,19.1,-26,77,19.1,-47,20,2024-03-13 20:00:00
2024-03-14,2024-03-14,FCR,1,NEGPOS_00_04,21.46,72,21.46,18,93,86.44,-65,25,21.46,-23,486,2.92,145,564,21.46,74,110,21.46,-56,14,21.46,-14,62,21.46,-32,77,21.46,-47,0,2024-03-14 00:00:00
2024-03-14,2024-03-14,FCR,1,NEGPOS_04_08,22.18,72,22.18,13,93,87.04,-65,25,22.18,-23,486,3,145,564,22.18,88,110,22.18,-64,14,22.18,-14,62,22.18,-33,77,22.18,-47,4,2024-03-14 04:00:00
2024-03-14,2024-03-14,FCR,1,NEGPOS_08_12,27.38,72,27.38,13,93,118.76,-65,25,27.38,-23,486,3.08,145,564,27.38,70,110,27.38,-64,14,27.38,-14,62,27.38,-15,77,27.38,-47,8,2024-03-14 08:00:00
2024-03-14,2024-03-14,FCR,1,NEGPOS_12_16,24.72,72,24.72,26,93,81.12,-65,25,24.72,-23,486,24,145,564,24.72,65,110,24.72,-64,14,24.72,-14,62,24.72,-23,77,24.72,-47,12,2024-03-14 12:00:00
2024-03-14,2024-03-14,FCR,1,NEGPOS_16_20,38.83,72,38.83,14,93,89,-65,25,38.83,-23,486,2.96,145,564,38.83,77,110,38.83,-64,14,38.83,-14,62,38.83,-23,77,38.83,-47,16,2024-03-14 16:00:00
2024-03-14,2024-03-14,FCR,1,NEGPOS_20_24,19.1,72,19.1,14,93,80.88,-65,25,19.1,-24,486,2.96,145,564,19.1,87,110,19.1,-64,14,19.1,-14,62,19.1,-32,77,19.1,-47,20,2024-03-14 20:00:00
2024-03-15,2024-03-15,FCR,1,NEGPOS_00_04,19.1,72,19.1,5,93,121.6,-65,25,19.1,-24,486,3.16,145,564,19.1,89,110,19.1,-46,14,19.1,-14,62,20,-43,77,19.1,-47,0,2024-03-15 00:00:00
2024-03-15,2024-03-15,FCR,1,NEGPOS_04_08,19.1,72,19.1,5,93,121.76,-65,25,19.1,-24,486,3.16,145,564,19.1,82,110,19.1,-46,14,19.1,-14,62,19.1,-36,77,19.1,-47,4,2024-03-15 04:00:00
2024-03-15,2024-03-15,FCR,1,NEGPOS_08_12,25.92,72,25.92,7,93,119.12,-65,25,25.92,-23,486,3.4,145,564,25.92,64,110,25.92,-49,14,25.92,-14,62,25.92,-18,77,25.92,-47,8,2024-03-15 08:00:00
2024-03-15,2024-03-15,FCR,1,NEGPOS_12_16,30.48,72,30.48,1,93,117.12,-65,25,30.48,-20,486,3.36,145,564,30.48,58,110,30.48,-46,14,30.48,-14,62,30.48,-12,77,30.48,-47,12,2024-03-15 12:00:00
2024-03-15,2024-03-15,FCR,1,NEGPOS_16_20,34,72,34,22,93,114.24,-65,25,34,-23,486,2.96,145,564,34,56,110,34,-55,14,34,-14,62,34,-19,77,34,-47,16,2024-03-15 16:00:00
2024-03-15,2024-03-15,FCR,1,NEGPOS_20_24,19.04,72,19.04,5,93,113.76,-65,25,19.04,-24,486,2.92,145,564,19.04,83,110,19.04,-46,14,19.04,-14,62,19.04,-37,77,19.04,-47,20,2024-03-15 20:00:00
2024-03-16,2024-03-16,FCR,1,NEGPOS_00_04,21.17,72,21.17,3,93,192.28,-65,25,21.17,-23,486,2.96,145,564,21.17,90,110,21.17,-56,14,21.17,-14,62,21.17,-33,77,21.17,-47,0,2024-03-16 00:00:00
2024-03-16,2024-03-16,FCR,1,NEGPOS_04_08,22.27,72,22.27,-2,93,192.28,-65,25,22.27,-23,486,3.6,145,564,22.27,99,110,22.27,-64,14,22.27,-14,62,22.27,-29,77,22.27,-47,4,2024-03-16 04:00:00
2024-03-16,2024-03-16,FCR,1,NEGPOS_08_12,27.21,72,27.21,-2,93,209.48,-65,25,27.21,-23,486,3.28,145,564,27.21,100,110,27.21,-64,14,27.21,-14,62,27.21,-30,77,27.21,-47,8,2024-03-16 08:00:00
2024-03-16,2024-03-16,FCR,1,NEGPOS_12_16,39.56,72,39.56,-2,93,265.88,-65,25,39.56,-20,486,3.04,145,564,39.56,87,110,39.56,-56,14,39.56,-12,62,39.56,-30,77,39.56,-47,12,2024-03-16 12:00:00
2024-03-16,2024-03-16,FCR,1,NEGPOS_16_20,36,72,36,4,93,265.88,-65,25,36,-23,486,3.04,145,564,36,76,110,36,-64,14,36,-14,62,36,-12,77,36,-47,16,2024-03-16 16:00:00
2024-03-16,2024-03-16,FCR,1,NEGPOS_20_24,18.54,72,18.54,14,93,265.88,-65,25,18.54,-24,486,2.94,145,564,18.54,89,110,18.54,-64,14,18.54,-14,62,18.54,-34,77,18.54,-47,20,2024-03-16 20:00:00
2024-03-17,2024-03-17,FCR,1,NEGPOS_00_04,29.48,72,29.48,7,93,101.08,-65,25,29.48,-23,486,3.2,145,564,29.48,75,110,29.48,-56,14,29.48,-14,62,29.48,-22,77,29.48,-47,0,2024-03-17 00:00:00
2024-03-17,2024-03-17,FCR,1,NEGPOS_04_08,25.6,72,25.6,6,93,100,-65,25,25.6,-23,486,11,145,564,25.6,76,110,25.6,-56,14,25.6,-14,62,25.6,-22,77,25.6,-47,4,2024-03-17 04:00:00
2024-03-17,2024-03-17,FCR,1,NEGPOS_08_12,36,72,36,7,93,100,-65,25,36,-22,486,3.92,145,564,36,80,110,36,-58,14,36,-11,62,36,-29,77,36,-47,8,2024-03-17 08:00:00
2024-03-17,2024-03-17,FCR,1,NEGPOS_12_16,45.55,72,45.55,0,93,100,-65,25,45.55,-22,486,7.96,145,564,45.55,70,110,45.55,-50,14,45.55,-11,62,45.55,-30,77,45.55,-37,12,2024-03-17 12:00:00
2024-03-17,2024-03-17,FCR,1,NEGPOS_16_20,31.52,72,31.52,27,93,100,-65,25,31.52,-23,486,3.32,145,564,31.52,57,110,31.52,-64,14,31.52,-14,62,31.52,-16,77,31.52,-47,16,2024-03-17 16:00:00
2024-03-17,2024-03-17,FCR,1,NEGPOS_20_24,20.7,72,20.7,18,93,100,-65,25,20.7,-24,486,2.92,145,564,20.7,70,110,20.7,-64,14,20.7,-14,62,20.7,-19,77,20.7,-47,20,2024-03-17 20:00:00
2024-03-18,2024-03-18,FCR,1,NEGPOS_00_04,26,72,26,13,93,85.88,-65,25,26,-23,486,3.04,145,564,26,73,110,26,-56,14,26,-14,62,26,-26,77,26,-47,0,2024-03-18 00:00:00
2024-03-18,2024-03-18,FCR,1,NEGPOS_04_08,26,72,26,5,93,99.48,-65,25,26,-23,486,3.04,145,564,26,80,110,26,-56,14,26,-14,62,26,-25,77,26,-47,4,2024-03-18 04:00:00
2024-03-18,2024-03-18,FCR,1,NEGPOS_08_12,29.3,72,29.3,20,93,78.68,-65,25,29.3,-23,486,3.72,145,564,29.3,32,110,29.3,-59,14,29.3,-14,62,29.3,11,77,29.3,-47,8,2024-03-18 08:00:00
2024-03-18,2024-03-18,FCR,1,NEGPOS_12_16,30.23,72,30.23,38,93,78.68,-65,25,30.23,-22,486,3.92,142,564,30.23,23,110,30.23,-59,14,30.23,-14,62,30.23,4,77,30.23,-47,12,2024-03-18 12:00:00
2024-03-18,2024-03-18,FCR,1,NEGPOS_16_20,39,72,39,13,93,100,-65,25,39,-23,486,3.52,145,564,39,66,110,39,-68,14,39,-14,62,39,-7,77,39,-47,16,2024-03-18 16:00:00
2024-03-18,2024-03-18,FCR,1,NEGPOS_20_24,20,72,20,13,93,99.48,-65,25,20,-24,486,2.9,145,564,20,74,110,20,-58,14,20,-14,62,20,-24,77,20,-47,20,2024-03-18 20:00:00
2024-03-19,2024-03-19,FCR,1,NEGPOS_00_04,26.1,72,26.1,27,93,91.88,-65,25,26.1,-23,486,3,145,564,26.1,61,110,26.1,-56,14,26.1,-14,62,26.1,-28,77,26.1,-47,0,2024-03-19 00:00:00
