datetime,spot_price,power,market_dispatch,opening_capacity,revenue
2023-01-01 00:00:00,75.01,1.0,0.2375,1.0,17.814875
2023-01-01 00:15:00,-29.95,-1.0,-0.25,0.75,7.4875
2023-01-01 00:30:00,-29.98,-1.0,-0.25,0.9875,7.495
2023-01-01 00:45:00,-30.0,-1.0,-0.25,1.225,7.5
2023-01-01 01:00:00,26.81,1.0,0.2375,1.4625,6.367374999999999
2023-01-01 01:15:00,-29.92,0.0,0.0,1.2125,-0.0
2023-01-01 01:30:00,-29.94,-1.0,-0.25,1.2125,7.485
2023-01-01 01:45:00,-29.95,-1.0,-0.25,1.45,7.4875
2023-01-01 02:00:00,-29.92,0.0,0.0,1.6875,-0.0
2023-01-01 02:15:00,-29.93,0.0,0.0,1.6875,-0.0
2023-01-01 02:30:00,-29.94,-0.842105263157895,-0.21052631578947376,1.6875,6.303157894736844
2023-01-01 02:45:00,-29.94,0.0,0.0,1.8875,-0.0
2023-01-01 03:00:00,-29.92,0.0,0.0,1.8875,-0.0
2023-01-01 03:15:00,-29.93,0.0,0.0,1.8875,-0.0
2023-01-01 03:30:00,-29.94,0.0,0.0,1.8875,-0.0
2023-01-01 03:45:00,-29.94,0.0,0.0,1.8875,-0.0
2023-01-01 04:00:00,-29.9,0.0,0.0,1.8875,-0.0
2023-01-01 04:15:00,-29.93,0.0,0.0,1.8875,-0.0
2023-01-01 04:30:00,-29.93,0.0,0.0,1.8875,-0.0
2023-01-01 04:45:00,-29.94,0.0,0.0,1.8875,-0.0
2023-01-01 05:00:00,0.84,1.0,0.2375,1.8875,0.19949999999999998
2023-01-01 05:15:00,-29.92,0.0,0.0,1.6375,-0.0
2023-01-01 05:30:00,-29.92,0.0,0.0,1.6375,-0.0
2023-01-01 05:45:00,-29.93,0.0,0.0,1.6375,-0.0
2023-01-01 06:00:00,11.73,1.0,0.2375,1.6375,2.785875
2023-01-01 06:15:00,-29.91,0.0,0.0,1.3875,-0.0
2023-01-01 06:30:00,-29.91,0.0,0.0,1.3875,-0.0
2023-01-01 06:45:00,-29.91,0.0,0.0,1.3875,-0.0
2023-01-01 07:00:00,-29.9,0.0,0.0,1.3875,-0.0
2023-01-01 07:15:00,-29.9,0.0,0.0,1.3875,-0.0
2023-01-01 07:30:00,-29.9,0.0,0.0,1.3875,-0.0
2023-01-01 07:45:00,17.7,1.0,0.2375,1.3875,4.203749999999999
2023-01-01 08:00:00,-30.0,-1.0,-0.25,1.1375,7.5
2023-01-01 08:15:00,-29.9,0.0,0.0,1.375,-0.0
2023-01-01 08:30:00,-29.9,0.0,0.0,1.375,-0.0
2023-01-01 08:45:00,5.21,1.0,0.2375,1.375,1.237375
2023-01-01 09:00:00,-30.0,-1.0,-0.25,1.125,7.5
2023-01-01 09:15:00,-29.9,0.0,0.0,1.3625,-0.0
