datetime,spot_price,fcr_price,revenue_full_da,target_fcr_price,success_fcr_bid,real_power,real_market_dispatch,real_opening_capacity,real_revenue
2024-01-01 05:00:00,-0.04,104.4,-0.0,50.505279550438594,False,0.0,0.0,0.7125,-0.0
2024-01-01 05:15:00,-22.21,104.4,5.5525,50.505279550438594,False,-1.0,-0.25,0.7125,5.5525
2024-01-01 05:30:00,-0.02,104.4,-0.0,50.505279550438594,False,0.0,0.0,0.95,-0.0
2024-01-01 05:45:00,14.91,104.4,3.541125,50.505279550438594,False,1.0,0.2375,0.95,3.541125
2024-01-01 06:00:00,14.91,104.4,3.541125,50.505279550438594,False,1.0,0.2375,0.7,3.541125
2024-01-01 06:15:00,0.0,104.4,0.0,50.505279550438594,False,0.0,0.0,0.45,0.0
2024-01-01 06:30:00,-0.05,104.4,-0.0,50.505279550438594,False,0.0,0.0,0.45,-0.0
2024-01-01 06:45:00,-22.75,104.4,5.6875,50.505279550438594,False,-1.0,-0.25,0.45,5.6875
2024-01-01 07:00:00,-44.9,104.4,11.225,50.505279550438594,False,-1.0,-0.25,0.6875,11.225
2024-01-01 07:15:00,-4.95,104.4,-0.0,50.505279550438594,False,0.0,0.0,0.925,-0.0
2024-01-01 07:30:00,-0.09,104.4,-0.0,50.505279550438594,False,0.0,0.0,0.925,-0.0
2024-01-01 07:45:00,49.9,104.4,11.851249999999999,50.505279550438594,False,1.0,0.2375,0.925,11.851249999999999
2024-01-01 08:00:00,-0.07,68.8,-0.0,50.505279550438594,False,0.0,0.0,0.675,-0.0
2024-01-01 08:15:00,-0.06,68.8,-0.0,50.505279550438594,False,0.0,0.0,0.675,-0.0
2024-01-01 08:30:00,-9.91,68.8,1.825526315789469,50.505279550438594,False,-0.736842105263156,-0.184210526315789,0.675,1.825526315789469
2024-01-01 08:45:00,-4.68,68.8,-0.0,50.505279550438594,False,0.0,0.0,0.85,-0.0
2024-01-01 09:00:00,-14.92,68.8,3.73,50.505279550438594,False,-1.0,-0.25,0.85,3.73
2024-01-01 09:15:00,-14.92,68.8,3.73,50.505279550438594,False,-1.0,-0.25,1.0875,3.73
2024-01-01 09:30:00,-0.1,68.8,-0.0,50.505279550438594,False,0.0,0.0,1.325,-0.0
2024-01-01 09:45:00,11.62,68.8,2.7597499999999995,50.505279550438594,False,1.0,0.2375,1.325,2.7597499999999995
2024-01-01 10:00:00,-17.44,68.8,4.36,50.505279550438594,False,-1.0,-0.25,1.075,4.36
2024-01-01 10:15:00,-19.91,68.8,4.9775,50.505279550438594,False,-1.0,-0.25,1.3125,4.9775
2024-01-01 10:30:00,13.18,68.8,3.1302499999999998,50.505279550438594,False,1.0,0.2375,1.55,3.1302499999999998
2024-01-01 10:45:00,-0.01,68.8,-0.0,50.505279550438594,False,0.0,0.0,1.3,-0.0
2024-01-01 11:00:00,8.89,68.8,2.1113750000000002,50.505279550438594,False,1.0,0.2375,1.3,2.1113750000000002
2024-01-01 11:15:00,-0.1,68.8,-0.0,50.505279550438594,False,0.0,0.0,1.05,-0.0
2024-01-01 11:30:00,-17.41,68.8,4.3525,50.505279550438594,False,-1.0,-0.25,1.05,4.3525
2024-01-01 11:45:00,-17.42,68.8,4.355,50.505279550438594,False,-1.0,-0.25,1.2875,4.355
2024-01-01 12:00:00,-7.2,77.6,-0.0,50.505279550438594,False,0.0,0.0,1.525,-0.0
2024-01-01 12:15:00,-0.07,77.6,-0.0,50.505279550438594,False,0.0,0.0,1.525,-0.0
2024-01-01 12:30:00,-0.07,77.6,-0.0,50.505279550438594,False,0.0,0.0,1.525,-0.0
2024-01-01 12:45:00,-17.42,77.6,4.355,50.505279550438594,False,-1.0,-0.25,1.525,4.355
2024-01-01 13:00:00,-19.9,77.6,4.975,50.505279550438594,False,-1.0,-0.25,1.7625,4.975
2024-01-01 13:15:00,-7.44,77.6,3.3040237212844652e-15,50.505279550438594,False,-1.77635683940025e-15,-4.440892098500625e-16,2.0,3.3040237212844652e-15
2024-01-01 13:30:00,-0.07,77.6,-0.0,50.505279550438594,False,0.0,0.0,2.0,-0.0
2024-01-01 13:45:00,-0.07,77.6,-0.0,50.505279550438594,False,0.0,0.0,2.0,-0.0
2024-01-01 14:00:00,12.18,77.6,2.89275,50.505279550438594,False,1.0,0.2375,2.0,2.89275
2024-01-01 14:15:00,-0.05,77.6,-0.0,50.505279550438594,False,0.0,0.0,1.75,-0.0
2024-01-01 14:30:00,-14.93,77.6,3.7325,50.505279550438594,False,-1.0,-0.25,1.75,3.7325
2024-01-01 14:45:00,-4.91,77.6,0.06460526315789435,50.505279550438594,False,-0.0526315789473681,-0.013157894736842025,1.9875,0.06460526315789435
2024-01-01 15:00:00,-0.07,77.6,1.2143064331837653e-19,50.505279550438594,False,-6.93889390390723e-18,-1.7347234759768075e-18,2.0,1.2143064331837653e-19
2024-01-01 15:15:00,-0.03,77.6,5.777789833161705e-36,50.505279550438594,False,-7.70371977754894e-34,-1.925929944387235e-34,2.0,5.777789833161705e-36
2024-01-01 15:30:00,2.6,77.6,0.0,50.505279550438594,False,0.0,0.0,2.0,0.0
2024-01-01 15:45:00,21.45,77.6,5.094374999999999,50.505279550438594,False,1.0,0.2375,2.0,5.094374999999999
2024-01-01 16:00:00,-0.01,72.4,0.0025,50.505279550438594,False,-1.0,-0.25,1.75,0.0025
2024-01-01 16:15:00,2.6,72.4,-0.03421052631578927,50.505279550438594,False,-0.0526315789473681,-0.013157894736842025,1.9875,-0.03421052631578927
2024-01-01 16:30:00,20.1,72.4,4.296374999999995,50.505279550438594,False,0.899999999999999,0.21374999999999975,2.0,4.296374999999995
2024-01-01 16:45:00,80.97,72.4,19.230375,50.505279550438594,False,1.0,0.2375,1.775,19.230375
2024-01-01 17:00:00,7.59,72.4,-1.8975,50.505279550438594,False,-1.0,-0.25,1.525,-1.8975
2024-01-01 17:15:00,17.59,72.4,-4.3975,50.505279550438594,False,-1.0,-0.25,1.7625,-4.3975
2024-01-01 17:30:00,54.31,72.4,12.898625,50.505279550438594,False,1.0,0.2375,2.0,12.898625
2024-01-01 17:45:00,84.9,72.4,20.16375,50.505279550438594,False,1.0,0.2375,1.75,20.16375
2024-01-01 18:00:00,77.41,72.4,18.384874999999997,50.505279550438594,False,1.0,0.2375,1.5,18.384874999999997
2024-01-01 18:15:00,27.59,72.4,0.0,50.505279550438594,False,0.0,0.0,1.25,0.0
2024-01-01 18:30:00,32.59,72.4,7.740125000000001,50.505279550438594,False,1.0,0.2375,1.25,7.740125000000001
2024-01-01 18:45:00,27.58,72.4,0.0,50.505279550438594,False,0.0,0.0,1.0,0.0
2024-01-01 19:00:00,30.09,72.4,3.9305062500000147,50.505279550438594,False,0.550000000000002,0.1306250000000005,1.0,3.9305062500000147
2024-01-01 19:15:00,71.08,72.4,16.8815,50.505279550438594,False,1.0,0.2375,0.8625,16.8815
2024-01-01 19:30:00,25.09,72.4,-6.2725,50.505279550438594,False,-1.0,-0.25,0.6125,-6.2725
2024-01-01 19:45:00,25.05,72.4,-6.2625,50.505279550438594,False,-1.0,-0.25,0.85,-6.2625
2024-01-01 20:00:00,30.07,79.96,0.0,50.505279550438594,False,0.0,0.0,1.0875,0.0
2024-01-01 20:15:00,79.92,79.96,18.980999999999998,50.505279550438594,False,1.0,0.2375,1.0875,18.980999999999998
2024-01-01 20:30:00,46.43,79.96,11.027125,50.505279550438594,False,1.0,0.2375,0.8375,11.027125
2024-01-01 20:45:00,20.1,79.96,-5.025,50.505279550438594,False,-1.0,-0.25,0.5875,-5.025
2024-01-01 21:00:00,79.9,79.96,18.97625,50.505279550438594,False,1.0,0.2375,0.825,18.97625
2024-01-01 21:15:00,20.09,79.96,-5.0225,50.505279550438594,False,-1.0,-0.25,0.575,-5.0225
2024-01-01 21:30:00,35.29,79.96,8.381375,50.505279550438594,False,1.0,0.2375,0.8125,8.381375
2024-01-01 21:45:00,15.1,79.96,-3.775,50.505279550438594,False,-1.0,-0.25,0.5625,-3.775
2024-01-01 22:00:00,79.91,79.96,18.978624999999997,50.505279550438594,False,1.0,0.2375,0.8,18.978624999999997
2024-01-01 22:15:00,32.72,79.96,7.770999999999999,50.505279550438594,False,1.0,0.2375,0.55,7.770999999999999
2024-01-01 22:30:00,15.07,79.96,-3.7675,50.505279550438594,False,-1.0,-0.25,0.3,-3.7675
2024-01-01 22:45:00,10.08,79.96,-2.52,50.505279550438594,False,-1.0,-0.25,0.5375,-2.52
2024-01-01 23:00:00,74.9,79.96,17.78875,50.505279550438594,False,1.0,0.2375,0.775,17.78875
2024-01-01 23:15:00,15.07,79.96,-3.7675,50.505279550438594,False,-1.0,-0.25,0.525,-3.7675
2024-01-01 23:30:00,10.08,79.96,-2.52,50.505279550438594,False,-1.0,-0.25,0.7625,-2.52
2024-01-01 23:45:00,5.05,79.96,1.1993749999999999,50.505279550438594,False,1.0,0.2375,1.0,1.1993749999999999
2024-01-02 00:00:00,74.93,94.0,17.795875000000002,79.27439078947369,False,1.0,0.2375,1.0,17.795875000000002
2024-01-02 00:15:00,56.11,94.0,13.326125,79.27439078947369,False,1.0,0.2375,0.75,13.326125
2024-01-02 00:30:00,7.59,94.0,-1.8975,79.27439078947369,False,-1.0,-0.25,0.5,-1.8975
2024-01-02 00:45:00,5.07,94.0,-1.2675,79.27439078947369,False,-1.0,-0.25,0.7375,-1.2675
2024-01-02 01:00:00,67.42,94.0,16.012249999999998,79.27439078947369,False,1.0,0.2375,0.975,16.012249999999998
2024-01-02 01:15:00,10.09,94.0,-2.5225,79.27439078947369,False,-1.0,-0.25,0.725,-2.5225
2024-01-02 01:30:00,40.84,94.0,9.6995,79.27439078947369,False,1.0,0.2375,0.9625,9.6995
2024-01-02 01:45:00,-0.01,94.0,0.0025,79.27439078947369,False,-1.0,-0.25,0.7125,0.0025
2024-01-02 02:00:00,42.88,94.0,10.184,79.27439078947369,False,1.0,0.2375,0.95,10.184
