datetime,spot_price,power,market_dispatch,opening_capacity,revenue
2023-03-20 00:00:00,144.93,1.0,0.2375,1.0,34.420875
2023-03-20 00:15:00,84.91,-0.526315789473682,-0.1315789473684205,0.75,-11.172368421052584
2023-03-20 00:30:00,70.09,-1.0,-0.25,0.875,-17.5225
2023-03-20 00:45:00,60.08,-1.0,-0.25,1.1125,-15.02
2023-03-20 01:00:00,134.91,1.0,0.2375,1.35,32.041125
2023-03-20 01:15:00,96.21,1.0,0.2375,1.1,22.849874999999997
2023-03-20 01:30:00,65.09,-1.0,-0.25,0.85,-16.2725
2023-03-20 01:45:00,60.09,-1.0,-0.25,1.0875,-15.0225
2023-03-20 02:00:00,124.91,1.0,0.2375,1.325,29.666124999999997
2023-03-20 02:15:00,87.91,0.0,0.0,1.075,0.0
2023-03-20 02:30:00,65.1,-1.0,-0.25,1.075,-16.275
2023-03-20 02:45:00,70.1,-1.0,-0.25,1.3125,-17.525
2023-03-20 03:00:00,103.15,1.0,0.2375,1.55,24.498125
2023-03-20 03:15:00,65.09,-1.0,-0.25,1.3,-16.2725
2023-03-20 03:30:00,70.09,-1.0,-0.25,1.5375,-17.5225
2023-03-20 03:45:00,129.9,1.0,0.2375,1.775,30.85125
2023-03-20 04:00:00,55.07,-1.0,-0.25,1.525,-13.7675
2023-03-20 04:15:00,65.06,-1.0,-0.25,1.7625,-16.265
2023-03-20 04:30:00,108.79,1.0,0.2375,2.0,25.837625
2023-03-20 04:45:00,139.96,1.0,0.2375,1.75,33.2405
2023-03-20 05:00:00,-0.92,-1.0,-0.25,1.5,0.23
2023-03-20 05:15:00,40.07,-1.0,-0.25,1.7375,-10.0175
2023-03-20 05:30:00,99.85,0.0,0.0,1.975,0.0
2023-03-20 05:45:00,290.88,1.0,0.2375,1.975,69.08399999999999
2023-03-20 06:00:00,60.05,-1.0,-0.25,1.725,-15.0125
2023-03-20 06:15:00,98.12,-0.157894736842104,-0.039473684210526,1.9625,-3.8731578947368113
2023-03-20 06:30:00,169.94,1.0,0.2375,2.0,40.360749999999996
2023-03-20 06:45:00,199.97,1.0,0.2375,1.75,47.492875
2023-03-20 07:00:00,100.09,-1.0,-0.25,1.5,-25.0225
2023-03-20 07:15:00,131.58,0.0,0.0,1.7375,0.0
2023-03-20 07:30:00,174.95,1.0,0.2375,1.7375,41.550625
2023-03-20 07:45:00,184.98,1.0,0.2375,1.4875,43.93275
2023-03-20 08:00:00,125.08,0.0,0.0,1.2375,0.0
2023-03-20 08:15:00,143.21,1.0,0.2375,1.2375,34.012375
2023-03-20 08:30:00,164.92,1.0,0.2375,0.9875,39.168499999999995
2023-03-20 08:45:00,154.95,1.0,0.2375,0.7375,36.800625
2023-03-20 09:00:00,120.09,0.0,0.0,0.4875,0.0
2023-03-20 09:15:00,110.08,-1.0,-0.25,0.4875,-27.52
2023-03-20 09:30:00,139.91,1.0,0.2375,0.725,33.228625
2023-03-20 09:45:00,149.93,1.0,0.2375,0.475,35.608375
2023-03-20 10:00:00,118.91,-0.105263157894736,-0.026315789473684,0.225,-3.1292105263157644
2023-03-20 10:15:00,154.9,1.0,0.2375,0.25,36.78875
2023-03-20 10:30:00,95.09,-1.0,-0.25,0.0,-23.7725
2023-03-20 10:45:00,95.1,-1.0,-0.25,0.2375,-23.775
2023-03-20 11:00:00,100.09,0.0,0.0,0.475,0.0
2023-03-20 11:15:00,105.42,0.0,0.0,0.475,0.0
2023-03-20 11:30:00,90.1,-1.0,-0.25,0.475,-22.525
2023-03-20 11:45:00,139.91,1.0,0.2375,0.7125,33.228625
2023-03-20 12:00:00,100.07,0.0,0.0,0.4625,0.0
2023-03-20 12:15:00,90.08,-1.0,-0.25,0.4625,-22.52
2023-03-20 12:30:00,85.09,-1.0,-0.25,0.7,-21.2725
2023-03-20 12:45:00,114.8,1.0,0.2375,0.9375,27.264999999999997
2023-03-20 13:00:00,120.47,1.0,0.2375,0.6875,28.611625
2023-03-20 13:15:00,90.09,-1.0,-0.25,0.4375,-22.5225
2023-03-20 13:30:00,85.09,-1.0,-0.25,0.675,-21.2725
2023-03-20 13:45:00,85.05,-1.0,-0.25,0.9125,-21.2625
2023-03-20 14:00:00,110.38,0.350000000000001,0.08312500000000023,1.15,9.175337500000024
2023-03-20 14:15:00,85.09,-1.0,-0.25,1.0625,-21.2725
2023-03-20 14:30:00,90.08,-1.0,-0.25,1.3,-22.52
2023-03-20 14:45:00,95.07,-1.0,-0.25,1.5375,-23.7675
2023-03-20 15:00:00,129.38,1.0,0.2375,1.775,30.727749999999997
2023-03-20 15:15:00,85.08,-1.0,-0.25,1.525,-21.27
2023-03-20 15:30:00,95.05,-1.0,-0.25,1.7625,-23.7625
2023-03-20 15:45:00,105.05,0.0,0.0,2.0,0.0
2023-03-20 16:00:00,139.92,1.0,0.2375,2.0,33.230999999999995
2023-03-20 16:15:00,95.08,-1.0,-0.25,1.75,-23.77
2023-03-20 16:30:00,105.07,0.0,0.0,1.9875,0.0
2023-03-20 16:45:00,115.04,0.9,0.21375,1.9875,24.5898
2023-03-20 17:00:00,85.09,-1.0,-0.25,1.7625,-21.2725
2023-03-20 17:15:00,105.1,0.0,0.0,2.0,0.0
2023-03-20 17:30:00,134.05,1.0,0.2375,2.0,31.836875000000003
2023-03-20 17:45:00,189.92,1.0,0.2375,1.75,45.105999999999995
2023-03-20 18:00:00,95.09,-1.0,-0.25,1.5,-23.7725
2023-03-20 18:15:00,146.0,1.0,0.2375,1.7375,34.675
2023-03-20 18:30:00,184.9,1.0,0.2375,1.4875,43.91375
2023-03-20 18:45:00,140.09,1.0,0.2375,1.2375,33.271375
2023-03-20 19:00:00,169.96,1.0,0.2375,0.9875,40.3655
2023-03-20 19:15:00,178.62,1.0,0.2375,0.7375,42.42225
2023-03-20 19:30:00,125.07,0.0,0.0,0.4875,0.0
2023-03-20 19:45:00,120.02,-0.157894736842105,-0.03947368421052625,0.4875,-4.737631578947361
2023-03-20 20:00:00,220.0,1.0,0.2375,0.525,52.25
2023-03-20 20:15:00,140.56,1.0,0.2375,0.275,33.382999999999996
