datetime,spot_price,power,market_dispatch,opening_capacity,revenue
2023-12-18 00:00:00,84.91,1.0,0.2375,1.0,20.166124999999997
2023-12-18 00:15:00,74.9,1.0,0.2375,0.75,17.78875
2023-12-18 00:30:00,26.58,-1.0,-0.25,0.5,-6.645
2023-12-18 00:45:00,10.09,-1.0,-0.25,0.7375,-2.5225
2023-12-18 01:00:00,69.91,1.0,0.2375,0.975,16.603624999999997
2023-12-18 01:15:00,63.76,1.0,0.2375,0.725,15.142999999999999
2023-12-18 01:30:00,9.7,-1.0,-0.25,0.475,-2.425
2023-12-18 01:45:00,22.63,-1.0,-0.25,0.7125,-5.6575
2023-12-18 02:00:00,52.4,1.0,0.2375,0.95,12.444999999999999
2023-12-18 02:15:00,10.5,-1.0,-0.25,0.7,-2.625
2023-12-18 02:30:00,41.21,-1.0,-0.25,0.9375,-10.3025
2023-12-18 02:45:00,49.9,0.450000000000001,0.10687500000000023,1.175,5.333062500000011
2023-12-18 03:00:00,44.9,-1.0,-0.25,1.0625,-11.225
2023-12-18 03:15:00,12.4,-1.0,-0.25,1.3,-3.1
2023-12-18 03:30:00,32.73,-1.0,-0.25,1.5375,-8.1825
2023-12-18 03:45:00,54.91,1.0,0.2375,1.775,13.041125
2023-12-18 04:00:00,22.41,-1.0,-0.25,1.525,-5.6025
2023-12-18 04:15:00,14.8,-1.0,-0.25,1.7625,-3.7
2023-12-18 04:30:00,52.42,0.9,0.21375,2.0,11.204775
2023-12-18 04:45:00,62.45,1.0,0.2375,1.775,14.831875
2023-12-18 05:00:00,-32.42,-1.0,-0.25,1.525,8.105
2023-12-18 05:15:00,10.5,-1.0,-0.25,1.7625,-2.625
2023-12-18 05:30:00,62.41,0.0,0.0,2.0,0.0
2023-12-18 05:45:00,209.62,1.0,0.2375,2.0,49.784749999999995
2023-12-18 06:00:00,29.95,-1.0,-0.25,1.75,-7.4875
2023-12-18 06:15:00,70.3,-0.0526315789473681,-0.013157894736842025,1.9875,-0.9249999999999943
2023-12-18 06:30:00,95.8,0.0,0.0,2.0,0.0
2023-12-18 06:45:00,124.4,1.0,0.2375,2.0,29.545
2023-12-18 07:00:00,67.43,-1.0,-0.25,1.75,-16.8575
2023-12-18 07:15:00,92.43,0.0,0.0,1.9875,0.0
2023-12-18 07:30:00,112.44,1.0,0.2375,1.9875,26.7045
2023-12-18 07:45:00,124.97,1.0,0.2375,1.7375,29.680374999999998
2023-12-18 08:00:00,114.0,1.0,0.2375,1.4875,27.075
2023-12-18 08:15:00,111.1,1.0,0.2375,1.2375,26.386249999999997
2023-12-18 08:30:00,105.2,1.0,0.2375,0.9875,24.985
2023-12-18 08:45:00,106.53,1.0,0.2375,0.7375,25.300874999999998
2023-12-18 09:00:00,122.2,1.0,0.2375,0.4875,29.0225
2023-12-18 09:15:00,90.1,-0.210526315789474,-0.0526315789473685,0.2375,-4.742105263157901
2023-12-18 09:30:00,83.6,-1.0,-0.25,0.2875,-20.9
2023-12-18 09:45:00,117.41,1.0,0.2375,0.525,27.884874999999997
2023-12-18 10:00:00,122.41,1.0,0.2375,0.275,29.072374999999997
2023-12-18 10:15:00,82.21,-1.0,-0.25,0.025,-20.5525
2023-12-18 10:30:00,73.9,-1.0,-0.25,0.2625,-18.475
2023-12-18 10:45:00,102.47,1.0,0.2375,0.5,24.336624999999998
2023-12-18 11:00:00,103.41,1.0,0.2375,0.25,24.559874999999998
2023-12-18 11:15:00,73.2,-1.0,-0.25,0.0,-18.3
2023-12-18 11:30:00,73.4,-1.0,-0.25,0.2375,-18.35
2023-12-18 11:45:00,93.35,0.0,0.0,0.475,0.0
2023-12-18 12:00:00,50.09,-1.0,-0.25,0.475,-12.5225
2023-12-18 12:15:00,60.51,-1.0,-0.25,0.7125,-15.1275
2023-12-18 12:30:00,104.91,1.0,0.2375,0.95,24.916124999999997
2023-12-18 12:45:00,109.92,1.0,0.2375,0.7,26.105999999999998
2023-12-18 13:00:00,93.68,0.8,0.19,0.45,17.799200000000003
2023-12-18 13:15:00,94.96,1.0,0.2375,0.25,22.552999999999997
2023-12-18 13:30:00,60.0,-1.0,-0.25,0.0,-15.0
2023-12-18 13:45:00,70.8,-1.0,-0.25,0.2375,-17.7
2023-12-18 14:00:00,70.8,-1.0,-0.25,0.475,-17.7
2023-12-18 14:15:00,78.6,-1.0,-0.25,0.7125,-19.65
2023-12-18 14:30:00,81.6,-1.0,-0.25,0.95,-20.4
2023-12-18 14:45:00,94.36,1.0,0.2375,1.1875,22.4105
2023-12-18 15:00:00,92.34,1.0,0.2375,0.9375,21.93075
2023-12-18 15:15:00,76.2,-1.0,-0.25,0.6875,-19.05
2023-12-18 15:30:00,91.4,0.150000000000002,0.03562500000000047,0.925,3.256125000000043
2023-12-18 15:45:00,90.1,0.0,0.0,0.8875,0.0
2023-12-18 16:00:00,109.93,1.0,0.2375,0.8875,26.108375
2023-12-18 16:15:00,112.41,1.0,0.2375,0.6375,26.697374999999997
2023-12-18 16:30:00,73.01,-1.0,-0.25,0.3875,-18.2525
2023-12-18 16:45:00,67.59,-1.0,-0.25,0.625,-16.8975
2023-12-18 17:00:00,119.91,1.0,0.2375,0.8625,28.478624999999997
2023-12-18 17:15:00,109.24,1.0,0.2375,0.6125,25.944499999999998
2023-12-18 17:30:00,90.1,0.0,0.0,0.3625,0.0
2023-12-18 17:45:00,81.6,-1.0,-0.25,0.3625,-20.4
2023-12-18 18:00:00,127.42,1.0,0.2375,0.6,30.262249999999998
2023-12-18 18:15:00,127.41,1.0,0.2375,0.35,30.259874999999997
2023-12-18 18:30:00,80.3,-1.0,-0.25,0.1,-20.075
2023-12-18 18:45:00,67.6,-1.0,-0.25,0.3375,-16.9
2023-12-18 19:00:00,132.42,1.0,0.2375,0.575,31.449749999999995
2023-12-18 19:15:00,106.57,1.0,0.2375,0.325,25.310374999999997
2023-12-18 19:30:00,65.09,-1.0,-0.25,0.0750000000000001,-16.2725
2023-12-18 19:45:00,52.56,-1.0,-0.25,0.3125,-13.14
2023-12-18 20:00:00,132.5,1.0,0.2375,0.55,31.46875
2023-12-18 20:15:00,119.71,1.0,0.2375,0.3,28.431124999999998
