datetime,spot_price,power,market_dispatch,opening_capacity,revenue
2024-11-25 00:00:00,5.08,1.0,0.2375,1.0,1.2065
2024-11-25 00:15:00,0.03,-0.263157894736842,-0.0657894736842105,0.75,-0.001973684210526315
2024-11-25 00:30:00,-2.43,-1.0,-0.25,0.8125,0.6075
2024-11-25 00:45:00,-2.46,-1.0,-0.25,1.05,0.615
2024-11-25 01:00:00,-10.0,-1.0,-0.25,1.2875,2.5
2024-11-25 01:15:00,-2.92,-1.0,-0.25,1.525,0.73
2024-11-25 01:30:00,-1.04,-1.0,-0.25,1.7625,0.26
2024-11-25 01:45:00,15.03,1.0,0.2375,2.0,3.569625
2024-11-25 02:00:00,0.09,1.0,0.2375,1.75,0.021374999999999998
2024-11-25 02:15:00,-1.57,-1.0,-0.25,1.5,0.3925
2024-11-25 02:30:00,2.44,1.0,0.2375,1.7375,0.5795
2024-11-25 02:45:00,0.09,1.0,0.2375,1.4875,0.021374999999999998
2024-11-25 03:00:00,-4.94,-1.0,-0.25,1.2375,1.235
2024-11-25 03:15:00,-2.46,-1.0,-0.25,1.475,0.615
2024-11-25 03:30:00,0.07,-0.263157894736842,-0.0657894736842105,1.7125,-0.004605263157894735
2024-11-25 03:45:00,7.46,1.0,0.2375,1.775,1.77175
2024-11-25 04:00:00,-26.1,-1.0,-0.25,1.525,6.525
2024-11-25 04:15:00,-4.99,-1.0,-0.25,1.7625,1.2475
2024-11-25 04:30:00,2.56,0.9,0.21375,2.0,0.5472
2024-11-25 04:45:00,30.06,1.0,0.2375,1.775,7.13925
2024-11-25 05:00:00,-50.0,-1.0,-0.25,1.525,12.5
2024-11-25 05:15:00,-21.55,-1.0,-0.25,1.7625,5.3875
2024-11-25 05:30:00,30.1,0.9,0.21375,2.0,6.4338750000000005
2024-11-25 05:45:00,52.8,1.0,0.2375,1.775,12.54
2024-11-25 06:00:00,-19.96,-1.0,-0.25,1.525,4.99
2024-11-25 06:15:00,22.52,-1.0,-0.25,1.7625,-5.63
2024-11-25 06:30:00,47.55,0.0,0.0,2.0,0.0
2024-11-25 06:45:00,72.54,1.0,0.2375,2.0,17.22825
