datetime,spot_price,power,market_dispatch,opening_capacity,revenue
2024-02-19 00:00:00,70.0,1.0,0.2375,1.0,16.625
2024-02-19 00:15:00,60.7,1.0,0.2375,0.75,14.41625
2024-02-19 00:30:00,48.99,0.0,0.0,0.5,0.0
2024-02-19 00:45:00,33.6,-1.0,-0.25,0.5,-8.4
2024-02-19 01:00:00,66.0,1.0,0.2375,0.7375,15.674999999999999
2024-02-19 01:15:00,53.29,1.0,0.2375,0.4875,12.656374999999999
2024-02-19 01:30:00,43.3,-1.0,-0.25,0.2375,-10.825
2024-02-19 01:45:00,39.6,-1.0,-0.25,0.475,-9.9
2024-02-19 02:00:00,49.1,0.0,0.0,0.7125,0.0
2024-02-19 02:15:00,42.75,-1.0,-0.25,0.7125,-10.6875
2024-02-19 02:30:00,43.0,-1.0,-0.25,0.95,-10.75
2024-02-19 02:45:00,45.94,-0.473684210526316,-0.118421052631579,1.1875,-5.440263157894739
2024-02-19 03:00:00,39.6,-1.0,-0.25,1.3,-9.9
2024-02-19 03:15:00,39.97,-1.0,-0.25,1.5375,-9.9925
2024-02-19 03:30:00,46.27,0.0,0.0,1.775,0.0
2024-02-19 03:45:00,54.93,1.0,0.2375,1.775,13.045874999999999
2024-02-19 04:00:00,30.92,-1.0,-0.25,1.525,-7.73
2024-02-19 04:15:00,39.6,-1.0,-0.25,1.7625,-9.9
2024-02-19 04:30:00,53.11,0.900000000000001,0.21375000000000025,2.0,11.352262500000013
2024-02-19 04:45:00,67.2,1.0,0.2375,1.775,15.959999999999999
2024-02-19 05:00:00,8.09,-1.0,-0.25,1.525,-2.0225
2024-02-19 05:15:00,42.8,-1.0,-0.25,1.7625,-10.7
2024-02-19 05:30:00,66.2,0.0,0.0,2.0,0.0
2024-02-19 05:45:00,104.95,1.0,0.2375,2.0,24.925625
2024-02-19 06:00:00,30.98,-1.0,-0.25,1.75,-7.745
2024-02-19 06:15:00,67.2,-0.0526315789473681,-0.013157894736842025,1.9875,-0.8842105263157841
2024-02-19 06:30:00,76.6,1.11022302462516e-16,2.636779683484755e-17,2.0,2.0197732375493222e-15
2024-02-19 06:45:00,93.99,1.0,0.2375,2.0,22.322625
2024-02-19 07:00:00,55.3,-1.0,-0.25,1.75,-13.825
2024-02-19 07:15:00,69.93,0.0,0.0,1.9875,0.0
2024-02-19 07:30:00,85.08,1.0,0.2375,1.9875,20.2065
2024-02-19 07:45:00,94.4,1.0,0.2375,1.7375,22.42
2024-02-19 08:00:00,72.93,0.0,0.0,1.4875,0.0
2024-02-19 08:15:00,81.9,1.0,0.2375,1.4875,19.45125
2024-02-19 08:30:00,85.27,1.0,0.2375,1.2375,20.251624999999997
2024-02-19 08:45:00,79.7,1.0,0.2375,0.9875,18.92875
2024-02-19 09:00:00,80.2,1.0,0.2375,0.7375,19.0475
2024-02-19 09:15:00,77.2,1.0,0.2375,0.4875,18.335
2024-02-19 09:30:00,76.7,0.95,0.225625,0.2375,17.3054375
2024-02-19 09:45:00,64.32,0.0,0.0,0.0,0.0
2024-02-19 10:00:00,66.99,0.0,0.0,0.0,0.0
2024-02-19 10:15:00,68.64,0.0,0.0,0.0,0.0
2024-02-19 10:30:00,68.9,0.0,0.0,0.0,0.0
2024-02-19 10:45:00,64.07,0.0,0.0,0.0,0.0
2024-02-19 11:00:00,70.0,0.0,0.0,0.0,0.0
2024-02-19 11:15:00,61.4,-1.0,-0.25,0.0,-15.35
2024-02-19 11:30:00,60.92,-1.0,-0.25,0.2375,-15.23
2024-02-19 11:45:00,63.99,0.0,0.0,0.475,0.0
2024-02-19 12:00:00,63.8,0.0,0.0,0.475,0.0
2024-02-19 12:15:00,49.15,-1.0,-0.25,0.475,-12.2875
2024-02-19 12:30:00,63.8,0.0,0.0,0.7125,0.0
2024-02-19 12:45:00,63.92,0.0,0.0,0.7125,0.0
2024-02-19 13:00:00,71.0,1.0,0.2375,0.7125,16.8625
2024-02-19 13:15:00,63.99,0.0,0.0,0.4625,0.0
2024-02-19 13:30:00,57.64,-1.0,-0.25,0.4625,-14.41
2024-02-19 13:45:00,42.6,-1.0,-0.25,0.7,-10.65
2024-02-19 14:00:00,57.97,-1.0,-0.25,0.9375,-14.4925
2024-02-19 14:15:00,62.2,-0.473684210526317,-0.11842105263157925,1.175,-7.365789473684229
2024-02-19 14:30:00,59.4,-1.0,-0.25,1.2875,-14.85
2024-02-19 14:45:00,57.93,-1.0,-0.25,1.525,-14.4825
2024-02-19 15:00:00,63.15,0.0,0.0,1.7625,0.0
2024-02-19 15:15:00,60.4,-1.0,-0.25,1.7625,-15.1
2024-02-19 15:30:00,65.4,0.0,0.0,2.0,0.0
2024-02-19 15:45:00,74.3,1.0,0.2375,2.0,17.64625
2024-02-19 16:00:00,53.21,-1.0,-0.25,1.75,-13.3025
2024-02-19 16:15:00,66.99,0.0,0.0,1.9875,0.0
2024-02-19 16:30:00,78.94,1.0,0.2375,1.9875,18.74825
2024-02-19 16:45:00,94.9,1.0,0.2375,1.7375,22.53875
2024-02-19 17:00:00,51.96,-1.0,-0.25,1.4875,-12.99
2024-02-19 17:15:00,66.91,0.0,0.0,1.725,0.0
2024-02-19 17:30:00,87.93,1.0,0.2375,1.725,20.883375
2024-02-19 17:45:00,118.21,1.0,0.2375,1.475,28.074875
2024-02-19 18:00:00,69.98,0.0,0.0,1.225,0.0
2024-02-19 18:15:00,80.0,1.0,0.2375,1.225,19.0
2024-02-19 18:30:00,88.7,1.0,0.2375,0.975000000000001,21.06625
2024-02-19 18:45:00,84.99,1.0,0.2375,0.725000000000001,20.185125
2024-02-19 19:00:00,94.03,1.0,0.2375,0.475000000000001,22.332124999999998
2024-02-19 19:15:00,65.09,-0.26315789473684,-0.06578947368421,0.225000000000001,-4.282236842105229
2024-02-19 19:30:00,78.1,1.0,0.2375,0.2875,18.54875
2024-02-19 19:45:00,60.08,-1.0,-0.25,0.0375,-15.02
2024-02-19 20:00:00,114.36,1.0,0.2375,0.275,27.1605
2024-02-19 20:15:00,67.0,0.0,0.0,0.025,0.0
2024-02-19 20:30:00,55.09,-1.0,-0.25,0.025,-13.7725
2024-02-19 20:45:00,47.57,-1.0,-0.25,0.2625,-11.8925
2024-02-19 21:00:00,94.9,1.0,0.2375,0.5,22.53875
2024-02-19 21:15:00,79.7,1.0,0.2375,0.25,18.92875
2024-02-19 21:30:00,62.8,-0.157894736842105,-0.03947368421052625,0.0,-2.4789473684210486
2024-02-19 21:45:00,48.2,-1.0,-0.25,0.0375,-12.05
2024-02-19 22:00:00,94.5,1.0,0.2375,0.275,22.443749999999998
2024-02-19 22:15:00,68.0,0.0,0.0,0.025,0.0
2024-02-19 22:30:00,59.4,-1.0,-0.25,0.025,-14.85
2024-02-19 22:45:00,46.4,-1.0,-0.25,0.2625,-11.6
2024-02-19 23:00:00,76.7,1.0,0.2375,0.5,18.21625
2024-02-19 23:15:00,69.93,1.0,0.2375,0.25,16.608375000000002
2024-02-19 23:30:00,60.6,-0.0526315789473685,-0.013157894736842125,0.0,-0.7973684210526328
2024-02-19 23:45:00,51.8,-1.0,-0.25,0.0125,-12.95
2024-02-20 00:00:00,78.2,1.0,0.2375,0.25,18.5725
2024-02-20 00:15:00,55.9,0.0,0.0,0.0,0.0
2024-02-20 00:30:00,55.1,-0.0526315789473685,-0.013157894736842125,0.0,-0.7250000000000011
2024-02-20 00:45:00,40.17,-1.0,-0.25,0.0125,-10.0425
2024-02-20 01:00:00,61.97,1.0,0.2375,0.25,14.717875
2024-02-20 01:15:00,58.97,0.0,0.0,0.0,0.0
2024-02-20 01:30:00,52.91,-1.0,-0.25,0.0,-13.2275
2024-02-20 01:45:00,49.43,-1.0,-0.25,0.2375,-12.3575
2024-02-20 02:00:00,59.49,1.0,0.2375,0.475,14.128874999999999
2024-02-20 02:15:00,53.0,-0.526315789473684,-0.131578947368421,0.225,-6.973684210526312
2024-02-20 02:30:00,53.0,0.0,0.0,0.35,0.0
2024-02-20 02:45:00,53.0,-1.0,-0.25,0.35,-13.25
2024-02-20 03:00:00,52.2,-1.0,-0.25,0.5875,-13.05
2024-02-20 03:15:00,50.0,-1.0,-0.25,0.825,-12.5
2024-02-20 03:30:00,58.54,0.0,0.0,1.0625,0.0
2024-02-20 03:45:00,56.6,0.0,0.0,1.0625,0.0
2024-02-20 04:00:00,44.0,-1.0,-0.25,1.0625,-11.0
2024-02-20 04:15:00,51.1,-1.0,-0.25,1.3,-12.775
