datetime,spot_price,power,market_dispatch,opening_capacity,revenue
2024-10-21 00:00:00,32.1,1.0,0.2375,1.0,7.62375
2024-10-21 00:15:00,22.2,1.0,0.2375,0.75,5.2725
2024-10-21 00:30:00,-9.0,-1.0,-0.25,0.5,2.25
2024-10-21 00:45:00,-24.9,-1.0,-0.25,0.7375,6.225
2024-10-21 01:00:00,22.0,1.0,0.2375,0.975,5.225
2024-10-21 01:15:00,16.8,-1.0,-0.25,0.725,-4.2
2024-10-21 01:30:00,-6.89,-1.0,-0.25,0.9625,1.7225
2024-10-21 01:45:00,-19.9,-1.0,-0.25,1.2,4.975
2024-10-21 02:00:00,13.1,-1.0,-0.25,1.4375,-3.275
2024-10-21 02:15:00,-21.39,-1.0,-0.25,1.675,5.3475
2024-10-21 02:30:00,19.9,0.550000000000001,0.13062500000000024,1.9125,2.5994375000000045
2024-10-21 02:45:00,24.0,1.0,0.2375,1.775,5.699999999999999
2024-10-21 03:00:00,12.3,-1.0,-0.25,1.525,-3.075
2024-10-21 03:15:00,-2.84,-1.0,-0.25,1.7625,0.71
2024-10-21 03:30:00,24.7,0.0,0.0,2.0,0.0
2024-10-21 03:45:00,41.8,1.0,0.2375,2.0,9.927499999999998
2024-10-21 04:00:00,-44.92,-1.0,-0.25,1.75,11.23
2024-10-21 04:15:00,25.5,-0.0526315789473681,-0.013157894736842025,1.9875,-0.3355263157894716
2024-10-21 04:30:00,54.93,0.0,0.0,2.0,0.0
2024-10-21 04:45:00,113.32,1.0,0.2375,2.0,26.913499999999996
2024-10-21 05:00:00,34.99,-1.0,-0.25,1.75,-8.7475
2024-10-21 05:15:00,74.52,-0.0526315789473681,-0.013157894736842025,1.9875,-0.9805263157894676
2024-10-21 05:30:00,99.96,0.95,0.225625,2.0,22.553475
2024-10-21 05:45:00,122.4,1.0,0.2375,1.7625,29.07
2024-10-21 06:00:00,84.91,-1.0,-0.25,1.5125,-21.2275
2024-10-21 06:15:00,97.8,0.0,0.0,1.75,0.0
2024-10-21 06:30:00,134.93,1.0,0.2375,1.75,32.045875
2024-10-21 06:45:00,144.96,1.0,0.2375,1.5,34.428
2024-10-21 07:00:00,119.9,1.0,0.2375,1.25,28.47625
2024-10-21 07:15:00,115.68,1.0,0.2375,1.0,27.474
2024-10-21 07:30:00,114.39,1.0,0.2375,0.75,27.167624999999997
2024-10-21 07:45:00,109.39,1.0,0.2375,0.5,25.980124999999997
2024-10-21 08:00:00,108.3,1.0,0.2375,0.25,25.721249999999998
2024-10-21 08:15:00,97.7,0.0,0.0,0.0,0.0
2024-10-21 08:30:00,90.1,-0.0526315789473685,-0.013157894736842125,0.0,-1.1855263157894753
2024-10-21 08:45:00,80.42,-1.0,-0.25,0.0125,-20.105
2024-10-21 09:00:00,100.5,1.0,0.2375,0.25,23.86875
2024-10-21 09:15:00,86.4,0.0,0.0,0.0,0.0
2024-10-21 09:30:00,77.7,-0.0526315789473685,-0.013157894736842125,0.0,-1.0223684210526331
2024-10-21 09:45:00,56.84,-1.0,-0.25,0.0125,-14.21
2024-10-21 10:00:00,90.0,1.0,0.2375,0.25,21.375
2024-10-21 10:15:00,77.4,0.0,0.0,0.0,0.0
2024-10-21 10:30:00,70.9,-0.0526315789473685,-0.013157894736842125,0.0,-0.9328947368421068
2024-10-21 10:45:00,61.4,-1.0,-0.25,0.0125,-15.35
2024-10-21 11:00:00,81.0,1.0,0.2375,0.25,19.2375
2024-10-21 11:15:00,67.9,-1.0,-0.25,0.0,-16.975
2024-10-21 11:30:00,63.8,-1.0,-0.25,0.2375,-15.95
2024-10-21 11:45:00,55.3,-1.0,-0.25,0.475,-13.825
