datetime,spot_price,power,market_dispatch,opening_capacity,revenue
2023-10-02 00:00:00,103.84,1.0,0.2375,1.0,24.662
2023-10-02 00:15:00,114.93,1.0,0.2375,0.75,27.295875
2023-10-02 00:30:00,98.7,1.0,0.2375,0.5,23.44125
2023-10-02 00:45:00,75.7,-1.0,-0.25,0.25,-18.925
2023-10-02 01:00:00,97.72,1.0,0.2375,0.4875,23.208499999999997
2023-10-02 01:15:00,93.3,0.0,0.0,0.2375,0.0
2023-10-02 01:30:00,84.4,-1.0,-0.25,0.2375,-21.1
2023-10-02 01:45:00,72.1,-1.0,-0.25,0.475,-18.025
2023-10-02 02:00:00,76.86,-1.0,-0.25,0.7125,-19.215
2023-10-02 02:15:00,85.8,0.0,0.0,0.95,0.0
2023-10-02 02:30:00,85.4,0.0,0.0,0.95,0.0
2023-10-02 02:45:00,85.5,0.0,0.0,0.95,0.0
2023-10-02 03:00:00,66.6,-1.0,-0.25,0.95,-16.65
2023-10-02 03:15:00,84.3,-1.0,-0.25,1.1875,-21.075
2023-10-02 03:30:00,84.5,-0.526315789473684,-0.131578947368421,1.425,-11.118421052631573
2023-10-02 03:45:00,96.54,1.0,0.2375,1.55,22.928250000000002
2023-10-02 04:00:00,54.6,-1.0,-0.25,1.3,-13.65
2023-10-02 04:15:00,77.7,-1.0,-0.25,1.5375,-19.425
2023-10-02 04:30:00,91.95,0.0,0.0,1.775,0.0
2023-10-02 04:45:00,108.7,1.0,0.2375,1.775,25.81625
2023-10-02 05:00:00,30.07,-1.0,-0.25,1.525,-7.5175
2023-10-02 05:15:00,58.66,-1.0,-0.25,1.7625,-14.665
2023-10-02 05:30:00,134.9,1.0,0.2375,2.0,32.03875
2023-10-02 05:45:00,185.0,1.0,0.2375,1.75,43.9375
2023-10-02 06:00:00,45.1,-1.0,-0.25,1.5,-11.275
2023-10-02 06:15:00,101.8,-1.0,-0.25,1.7375,-25.45
2023-10-02 06:30:00,152.48,1.0,0.2375,1.975,36.214
2023-10-02 06:45:00,194.92,1.0,0.2375,1.725,46.293499999999995
2023-10-02 07:00:00,85.07,-1.0,-0.25,1.475,-21.2675
2023-10-02 07:15:00,124.8,0.850000000000001,0.20187500000000022,1.7125,25.194000000000027
2023-10-02 07:30:00,157.78,1.0,0.2375,1.5,37.47275
2023-10-02 07:45:00,179.92,1.0,0.2375,1.25,42.730999999999995
2023-10-02 08:00:00,155.7,1.0,0.2375,1.0,36.97875
2023-10-02 08:15:00,136.1,1.0,0.2375,0.75,32.32375
2023-10-02 08:30:00,114.8,0.0,0.0,0.5,0.0
2023-10-02 08:45:00,127.67,1.0,0.2375,0.5,30.321624999999997
2023-10-02 09:00:00,140.09,1.0,0.2375,0.25,33.271375
2023-10-02 09:15:00,110.08,-0.0526315789473685,-0.013157894736842125,0.0,-1.448421052631581
2023-10-02 09:30:00,88.5,-1.0,-0.25,0.0125,-22.125
2023-10-02 09:45:00,112.99,0.0,0.0,0.25,0.0
2023-10-02 10:00:00,165.55,1.0,0.2375,0.25,39.318125
2023-10-02 10:15:00,95.4,0.0,0.0,0.0,0.0
2023-10-02 10:30:00,79.3,-1.0,-0.25,0.0,-19.825
2023-10-02 10:45:00,58.3,-1.0,-0.25,0.2375,-14.575
2023-10-02 11:00:00,139.9,1.0,0.2375,0.475,33.22625
2023-10-02 11:15:00,74.1,-1.0,-0.25,0.225,-18.525
2023-10-02 11:30:00,85.61,0.0,0.0,0.4625,0.0
2023-10-02 11:45:00,55.2,-1.0,-0.25,0.4625,-13.8
2023-10-02 12:00:00,112.92,1.0,0.2375,0.7,26.8185
2023-10-02 12:15:00,107.58,1.0,0.2375,0.45,25.55025
2023-10-02 12:30:00,65.6,-1.0,-0.25,0.2,-16.4
2023-10-02 12:45:00,58.3,-1.0,-0.25,0.4375,-14.575
2023-10-02 13:00:00,114.92,1.0,0.2375,0.675,27.293499999999998
2023-10-02 13:15:00,84.34,-0.736842105263158,-0.1842105263157895,0.425,-15.536315789473687
2023-10-02 13:30:00,73.6,-1.0,-0.25,0.6,-18.4
2023-10-02 13:45:00,65.09,-1.0,-0.25,0.8375,-16.2725
2023-10-02 14:00:00,56.0,-1.0,-0.25,1.075,-14.0
2023-10-02 14:15:00,74.2,-1.0,-0.25,1.3125,-18.55
2023-10-02 14:30:00,86.5,0.0,0.0,1.55,0.0
2023-10-02 14:45:00,124.72,1.0,0.2375,1.55,29.621
2023-10-02 15:00:00,53.9,-1.0,-0.25,1.3,-13.475
2023-10-02 15:15:00,83.1,-1.0,-0.25,1.5375,-20.775
2023-10-02 15:30:00,90.1,0.0,0.0,1.775,0.0
2023-10-02 15:45:00,127.91,1.0,0.2375,1.775,30.378625
2023-10-02 16:00:00,45.83,-1.0,-0.25,1.525,-11.4575
2023-10-02 16:15:00,75.2,-1.0,-0.25,1.7625,-18.8
2023-10-02 16:30:00,100.1,0.0,0.0,2.0,0.0
2023-10-02 16:45:00,155.7,1.0,0.2375,2.0,36.97875
2023-10-02 17:00:00,55.5,-1.0,-0.25,1.75,-13.875
2023-10-02 17:15:00,113.6,-0.0526315789473681,-0.013157894736842025,1.9875,-1.494736842105254
2023-10-02 17:30:00,148.87,0.0,0.0,2.0,0.0
2023-10-02 17:45:00,224.94,1.0,0.2375,2.0,53.423249999999996
2023-10-02 18:00:00,150.26,-1.0,-0.25,1.75,-37.565
2023-10-02 18:15:00,179.9,0.95,0.225625,1.9875,40.5899375
2023-10-02 18:30:00,174.2,0.0,0.0,1.75,0.0
2023-10-02 18:45:00,209.94,1.0,0.2375,1.75,49.860749999999996
2023-10-02 19:00:00,301.12,1.0,0.2375,1.5,71.51599999999999
2023-10-02 19:15:00,229.9,1.0,0.2375,1.25,54.60125
2023-10-02 19:30:00,234.91,1.0,0.2375,1.0,55.791124999999994
2023-10-02 19:45:00,215.0,1.0,0.2375,0.75,51.0625
2023-10-02 20:00:00,343.45,1.0,0.2375,0.5,81.569375
2023-10-02 20:15:00,194.94,1.0,0.2375,0.25,46.298249999999996
2023-10-02 20:30:00,143.62,0.0,0.0,0.0,0.0
2023-10-02 20:45:00,120.08,-1.0,-0.25,0.0,-30.02
2023-10-02 21:00:00,155.7,0.95,0.225625,0.2375,35.12981249999999
2023-10-02 21:15:00,149.8,0.0,0.0,0.0,0.0
2023-10-02 21:30:00,115.0,-0.0526315789473685,-0.013157894736842125,0.0,-1.5131578947368445
2023-10-02 21:45:00,88.5,-1.0,-0.25,0.0125,-22.125
2023-10-02 22:00:00,167.13,1.0,0.2375,0.25,39.693374999999996
