datetime,spot_price,power,market_dispatch,opening_capacity,revenue
2023-11-13 00:00:00,98.8,0.0,0.0,1.0,0.0
2023-11-13 00:15:00,70.09,-1.0,-0.25,1.0,-17.5225
2023-11-13 00:30:00,114.9,1.0,0.2375,1.2375,27.28875
2023-11-13 00:45:00,98.53,0.0,0.0,0.9875,0.0
2023-11-13 01:00:00,89.0,-1.0,-0.25,0.9875,-22.25
2023-11-13 01:15:00,113.1,1.0,0.2375,1.225,26.86125
2023-11-13 01:30:00,107.5,1.0,0.2375,0.975,25.53125
2023-11-13 01:45:00,60.7,-1.0,-0.25,0.725,-15.175
2023-11-13 02:00:00,89.0,-1.0,-0.25,0.9625,-22.25
2023-11-13 02:15:00,60.1,-1.0,-0.25,1.2,-15.025
2023-11-13 02:30:00,106.38,0.450000000000002,0.10687500000000047,1.4375,11.369362500000049
2023-11-13 02:45:00,109.4,1.0,0.2375,1.325,25.9825
2023-11-13 03:00:00,84.0,-1.0,-0.25,1.075,-21.0
2023-11-13 03:15:00,55.1,-1.0,-0.25,1.3125,-13.775
2023-11-13 03:30:00,104.91,0.0,0.0,1.55,0.0
2023-11-13 03:45:00,111.0,1.0,0.2375,1.55,26.362499999999997
2023-11-13 04:00:00,53.6,-1.0,-0.25,1.3,-13.4
2023-11-13 04:15:00,81.6,-1.0,-0.25,1.5375,-20.4
2023-11-13 04:30:00,101.74,0.0,0.0,1.775,0.0
2023-11-13 04:45:00,113.1,1.0,0.2375,1.775,26.86125
2023-11-13 05:00:00,42.53,-1.0,-0.25,1.525,-10.6325
2023-11-13 05:15:00,57.56,-1.0,-0.25,1.7625,-14.39
2023-11-13 05:30:00,117.9,0.0,0.0,2.0,0.0
2023-11-13 05:45:00,167.4,1.0,0.2375,2.0,39.7575
2023-11-13 06:00:00,62.59,-1.0,-0.25,1.75,-15.6475
2023-11-13 06:15:00,126.5,-0.0526315789473681,-0.013157894736842025,1.9875,-1.6644736842105161
2023-11-13 06:30:00,154.98,1.0,0.2375,2.0,36.80775
2023-11-13 06:45:00,184.2,1.0,0.2375,1.75,43.747499999999995
2023-11-13 07:00:00,116.7,-1.0,-0.25,1.5,-29.175
2023-11-13 07:15:00,154.97,1.0,0.2375,1.7375,36.805375
2023-11-13 07:30:00,170.41,1.0,0.2375,1.4875,40.472375
2023-11-13 07:45:00,184.96,1.0,0.2375,1.2375,43.928
2023-11-13 08:00:00,127.9,-0.105263157894736,-0.026315789473684,0.9875,-3.365789473684184
2023-11-13 08:15:00,158.9,1.0,0.2375,1.0125,37.73875
2023-11-13 08:30:00,157.43,1.0,0.2375,0.7625,37.389625
2023-11-13 08:45:00,148.2,1.0,0.2375,0.5125,35.1975
2023-11-13 09:00:00,133.28,0.0,0.0,0.2625,0.0
2023-11-13 09:15:00,102.6,-1.0,-0.25,0.2625,-25.65
2023-11-13 09:30:00,149.9,1.0,0.2375,0.5,35.60125
2023-11-13 09:45:00,144.91,1.0,0.2375,0.25,34.416125
2023-11-13 10:00:00,116.6,-1.0,-0.25,-5.55111512312578e-17,-29.15
2023-11-13 10:15:00,135.9,0.0,0.0,0.2375,0.0
2023-11-13 10:30:00,139.8,0.95,0.225625,0.2375,31.542375
2023-11-13 10:45:00,106.19,-1.0,-0.25,0.0,-26.5475
2023-11-13 11:00:00,112.4,-1.0,-0.25,0.2375,-28.1
2023-11-13 11:15:00,131.5,0.0,0.0,0.475,0.0
2023-11-13 11:30:00,137.0,1.0,0.2375,0.475,32.5375
2023-11-13 11:45:00,100.45,-1.0,-0.25,0.225,-25.1125
2023-11-13 12:00:00,142.41,1.0,0.2375,0.4625,33.822375
2023-11-13 12:15:00,100.93,-1.0,-0.25,0.2125,-25.2325
2023-11-13 12:30:00,139.9,1.0,0.2375,0.45,33.22625
2023-11-13 12:45:00,85.1,-1.0,-0.25,0.2,-21.275
2023-11-13 13:00:00,132.0,0.75,0.17812499999999998,0.4375,23.512499999999996
2023-11-13 13:15:00,137.41,1.0,0.2375,0.25,32.634875
2023-11-13 13:30:00,85.1,-1.0,-0.25,0.0,-21.275
2023-11-13 13:45:00,109.11,-0.157894736842105,-0.03947368421052625,0.2375,-4.3069736842105195
2023-11-13 14:00:00,137.4,1.0,0.2375,0.275,32.6325
2023-11-13 14:15:00,85.09,-1.0,-0.25,0.025,-21.2725
2023-11-13 14:30:00,85.1,-1.0,-0.25,0.2625,-21.275
2023-11-13 14:45:00,127.18,1.0,0.2375,0.5,30.20525
2023-11-13 15:00:00,137.4,1.0,0.2375,0.25,32.6325
2023-11-13 15:15:00,91.06,-0.210526315789474,-0.0526315789473685,0.0,-4.7926315789473755
2023-11-13 15:30:00,87.59,-1.0,-0.25,0.05,-21.8975
2023-11-13 15:45:00,90.09,-1.0,-0.25,0.2875,-22.5225
2023-11-13 16:00:00,132.62,1.0,0.2375,0.525,31.49725
2023-11-13 16:15:00,85.1,-1.0,-0.25,0.275,-21.275
2023-11-13 16:30:00,85.1,-1.0,-0.25,0.5125,-21.275
2023-11-13 16:45:00,97.2,0.0,0.0,0.75,0.0
2023-11-13 17:00:00,92.9,0.0,0.0,0.75,0.0
2023-11-13 17:15:00,106.64,1.0,0.2375,0.75,25.326999999999998
2023-11-13 17:30:00,120.5,1.0,0.2375,0.5,28.61875
2023-11-13 17:45:00,102.5,1.0,0.2375,0.25,24.34375
2023-11-13 18:00:00,92.9,0.0,0.0,0.0,0.0
2023-11-13 18:15:00,92.59,0.0,0.0,0.0,0.0
2023-11-13 18:30:00,90.03,-0.0526315789473685,-0.013157894736842125,0.0,-1.1846052631578965
2023-11-13 18:45:00,63.26,-1.0,-0.25,0.0125,-15.815
2023-11-13 19:00:00,100.04,1.0,0.2375,0.25,23.7595
2023-11-13 19:15:00,95.02,0.0,0.0,0.0,0.0
2023-11-13 19:30:00,74.6,-1.0,-0.25,0.0,-18.65
2023-11-13 19:45:00,38.47,-1.0,-0.25,0.2375,-9.6175
2023-11-13 20:00:00,161.47,1.0,0.2375,0.475,38.349125
2023-11-13 20:15:00,92.5,0.8,0.19,0.225,17.575
2023-11-13 20:30:00,71.0,-1.0,-0.25,0.025,-17.75
2023-11-13 20:45:00,55.03,-1.0,-0.25,0.2625,-13.7575
2023-11-13 21:00:00,134.93,1.0,0.2375,0.5,32.045875
